id,R
310,R310i
311,R311i
312,R312i
313,R313i
314,R314i
315,R315i
316,R316i
317,R317i
318,R318i
319,R319i
320,R320i
321,R321i
322,R322i
323,R323i
324,R324i
325,R325i
326,R326i
327,R327i
328,R328i
329,R329i
330,R330i
331,R331i
332,R332i
333,R333i
334,R334i
335,R335i
336,R336i
337,R337i
338,R338i
339,R339i
340,R340i
341,R341i
342,R342i
343,R343i
344,R344i
345,R345i
346,R346i
347,R347i
348,R348i
349,R349i
350,R350i
351,R351i
352,R352i
353,R353i
354,R354i
355,R355i
356,R356i
357,R357i
358,R358i
359,R359i
360,R360i
361,R361i
362,R362i
363,R363i
364,R364i
365,R365i
366,R366i
367,R367i
368,R368i
369,R369i
370,R370i
371,R371i
372,R372i
373,R373i
374,R374i
375,R375i
376,R376i
377,R377i
378,R378i
379,R379i
380,R380i
381,R381i
382,R382i
383,R383i
384,R384i
385,R385i
386,R386i
387,R387i
388,R388i
389,R389i
390,R390i
391,R391i
392,R392i
393,R393i
394,R394i
395,R395i
396,R396i
397,R397i
398,R398i
399,R399i
400,R400i
401,R401i
402,R402i
403,R403i
404,R404i
405,R405i
406,R406i
407,R407i
408,R408i
409,R409i
410,R410i
411,R411i
412,R412i
413,R413i
414,R414i
415,R415i
416,R416i
417,R417i
418,R418i
419,R419i
420,R420i
421,R421i
422,R422i
423,R423i
424,R424i
425,R425i
426,R426i
427,R427i
428,R428i
429,R429i
430,R430i
431,R431i
432,R432i
433,R433i
434,R434i
435,R435i
436,R436i
437,R437i
438,R438i
439,R439i
440,R440i
441,R441i
442,R442i
443,R443i
444,R444i
445,R445i
446,R446i
447,R447i
448,R448i
449,R449i
450,R450i
451,R451i
452,R452i
453,R453i
454,R454i
455,R455i
456,R456i
457,R457i
458,R458i
459,R459i
460,R460i
461,R461i
462,R462i
463,R463i
464,R464i
465,R465i
466,R466i
467,R467i
468,R468i
469,R469i
470,R470i
471,R471i
472,R472i
473,R473i
474,R474i
475,R475i
476,R476i
477,R477i
478,R478i
479,R479i
480,R480i
481,R481i
482,R482i
483,R483i
484,R484i
485,R485i
486,R486i
487,R487i
488,R488i
489,R489i
490,R490i
491,R491i
492,R492i
493,R493i
494,R494i
495,R495i
496,R496i
497,R497i
498,R498i
499,R499i
500,R500i
501,R501i
502,R502i
503,R503i
504,R504i
505,R505i
506,R506i
507,R507i
508,R508i
509,R509i
510,R510i
511,R511i
512,R512i
513,R513i
514,R514i
515,R515i
516,R516i
517,R517i
518,R518i
519,R519i
520,R520i
521,R521i
522,R522i
523,R523i
524,R524i
525,R525i
526,R526i
527,R527i
528,R528i
529,R529i
530,R530i
531,R531i
532,R532i
533,R533i
534,R534i
535,R535i
536,R536i
537,R537i
538,R538i
539,R539i
540,R540i
541,R541i
542,R542i
543,R543i
544,R544i
545,R545i
546,R546i
547,R547i
548,R548i
549,R549i
550,R550i
551,R551i
552,R552i
553,R553i
554,R554i
555,R555i
556,R556i
557,R557i
558,R558i
559,R559i
560,R560i
561,R561i
562,R562i
563,R563i
564,R564i
565,R565i
566,R566i
567,R567i
568,R568i
569,R569i
570,R570i
571,R571i
572,R572i
573,R573i
574,R574i
575,R575i
576,R576i
577,R577i
578,R578i
579,R579i
580,R580i
581,R581i
582,R582i
583,R583i
584,R584i
585,R585i
586,R586i
587,R587i
588,R588i
589,R589i
590,R590i
591,R591i
592,R592i
593,R593i
594,R594i
595,R595i
596,R596i
597,R597i
598,R598i
599,R599i
600,R600i
601,R601i
602,R602i
603,R603i
604,R604i
605,R605i
606,R606i
607,R607i
608,R608i
609,R609i
610,R610i
611,R611i
612,R612i
613,R613i
614,R614i
615,R615i
616,R616i
617,R617i
618,R618i
619,R619i
620,R620i
621,R621i
622,R622i
623,R623i
624,R624i
625,R625i
626,R626i
627,R627i
628,R628i
629,R629i
630,R630i
631,R631i
632,R632i
633,R633i
634,R634i
635,R635i
636,R636i
637,R637i
638,R638i
639,R639i
640,R640i
641,R641i
642,R642i
643,R643i
644,R644i
645,R645i
646,R646i
647,R647i
648,R648i
649,R649i
650,R650i
651,R651i
652,R652i
653,R653i
654,R654i
655,R655i
656,R656i
657,R657i
658,R658i
659,R659i
660,R660i
661,R661i
662,R662i
663,R663i
664,R664i
665,R665i
666,R666i
667,R667i
668,R668i
669,R669i
670,R670i
671,R671i
672,R672i
673,R673i
674,R674i
675,R675i
676,R676i
677,R677i
678,R678i
679,R679i
680,R680i
681,R681i
682,R682i
683,R683i
684,R684i
685,R685i
686,R686i
687,R687i
688,R688i
689,R689i
690,R690i
691,R691i
692,R692i
693,R693i
694,R694i
695,R695i
696,R696i
697,R697i
698,R698i
699,R699i
700,R700i
701,R701i
702,R702i
703,R703i
704,R704i
705,R705i
706,R706i
707,R707i
708,R708i
709,R709i
710,R710i
711,R711i
712,R712i
713,R713i
714,R714i
715,R715i
716,R716i
717,R717i
718,R718i
719,R719i
720,R720i
721,R721i
722,R722i
723,R723i
724,R724i
725,R725i
726,R726i
727,R727i
728,R728i
729,R729i
730,R730i
731,R731i
732,R732i
733,R733i
734,R734i
735,R735i
736,R736i
737,R737i
738,R738i
739,R739i
740,R740i
741,R741i
742,R742i
743,R743i
744,R744i
745,R745i
746,R746i
747,R747i
748,R748i
749,R749i
750,R750i
751,R751i
752,R752i
753,R753i
754,R754i
755,R755i
756,R756i
757,R757i
758,R758i
759,R759i
760,R760i
761,R761i
762,R762i
763,R763i
764,R764i
765,R765i
766,R766i
767,R767i
768,R768i
769,R769i
770,R770i
771,R771i
772,R772i
773,R773i
774,R774i
775,R775i
776,R776i
777,R777i
778,R778i
779,R779i
780,R780i
781,R781i
782,R782i
783,R783i
784,R784i
785,R785i
786,R786i
787,R787i
788,R788i
789,R789i
790,R790i
791,R791i
792,R792i
793,R793i
794,R794i
795,R795i
796,R796i
797,R797i
798,R798i
799,R799i
800,R800i
801,R801i
802,R802i
803,R803i
804,R804i
805,R805i
806,R806i
807,R807i
808,R808i
809,R809i
810,R810i
811,R811i
812,R812i
813,R813i
814,R814i
815,R815i
816,R816i
817,R817i
818,R818i
819,R819i
820,R820i
821,R821i
822,R822i
823,R823i
824,R824i
825,R825i
826,R826i
827,R827i
828,R828i
829,R829i
830,R830i
831,R831i
832,R832i
833,R833i
834,R834i
835,R835i
836,R836i
837,R837i
838,R838i
839,R839i
840,R840i
841,R841i
842,R842i
843,R843i
844,R844i
845,R845i
846,R846i
847,R847i
848,R848i
849,R849i
850,R850i
851,R851i
852,R852i
853,R853i
854,R854i
855,R855i
856,R856i
857,R857i
858,R858i
859,R859i
860,R860i
861,R861i
862,R862i
863,R863i
864,R864i
865,R865i
866,R866i
867,R867i
868,R868i
869,R869i
870,R870i
871,R871i
872,R872i
873,R873i
874,R874i
875,R875i
876,R876i
877,R877i
878,R878i
879,R879i
880,R880i
881,R881i
882,R882i
883,R883i
884,R884i
885,R885i
886,R886i
887,R887i
888,R888i
889,R889i
890,R890i
891,R891i
892,R892i
893,R893i
894,R894i
895,R895i
896,R896i
897,R897i
898,R898i
899,R899i
900,R900i
901,R901i
902,R902i
903,R903i
904,R904i
905,R905i
906,R906i
907,R907i
908,R908i
909,R909i
910,R910i
911,R911i
912,R912i
913,R913i
914,R914i
915,R915i
916,R916i
917,R917i
918,R918i
919,R919i
920,R920i
921,R921i
922,R922i
923,R923i
924,R924i
925,R925i
926,R926i
927,R927i
928,R928i
929,R929i
930,R930i
931,R931i
932,R932i
933,R933i
934,R934i
935,R935i
936,R936i
937,R937i
938,R938i
939,R939i
940,R940i
941,R941i
942,R942i
943,R943i
944,R944i
945,R945i
946,R946i
947,R947i
948,R948i
949,R949i
950,R950i
951,R951i
952,R952i
953,R953i
954,R954i
955,R955i
956,R956i
957,R957i
958,R958i
959,R959i
960,R960i
961,R961i
962,R962i
963,R963i
964,R964i
965,R965i
966,R966i
967,R967i
968,R968i
969,R969i
970,R970i
971,R971i
972,R972i
973,R973i
974,R974i
975,R975i
976,R976i
977,R977i
978,R978i
979,R979i
980,R980i
981,R981i
982,R982i
983,R983i
984,R984i
985,R985i
986,R986i
987,R987i
988,R988i
989,R989i
990,R990i
991,R991i
992,R992i
993,R993i
994,R994i
995,R995i
996,R996i
997,R997i
998,R998i
999,R999i
1000,R1000i
1001,R1001i
1002,R1002i
1003,R1003i
1004,R1004i
1005,R1005i
1006,R1006i
1007,R1007i
1008,R1008i
1009,R1009i
1010,R1010i
1011,R1011i
1012,R1012i
1013,R1013i
1014,R1014i
1015,R1015i
1016,R1016i
1017,R1017i
1018,R1018i
1019,R1019i
1020,R1020i
1021,R1021i
1022,R1022i
1023,R1023i
1024,R1024i
1025,R1025i
1026,R1026i
1027,R1027i
1028,R1028i
1029,R1029i
1030,R1030i
1031,R1031i
1032,R1032i
1033,R1033i
1034,R1034i
1035,R1035i
1036,R1036i
1037,R1037i
1038,R1038i
1039,R1039i
1040,R1040i
1041,R1041i
1042,R1042i
1043,R1043i
1044,R1044i
1045,R1045i
1046,R1046i
1047,R1047i
1048,R1048i
1049,R1049i
1050,R1050i
1051,R1051i
1052,R1052i
1053,R1053i
1054,R1054i
1055,R1055i
1056,R1056i
1057,R1057i
1058,R1058i
1059,R1059i
1060,R1060i
1061,R1061i
1062,R1062i
1063,R1063i
1064,R1064i
1065,R1065i
1066,R1066i
1067,R1067i
1068,R1068i
1069,R1069i
1070,R1070i
1071,R1071i
1072,R1072i
1073,R1073i
1074,R1074i
1075,R1075i
1076,R1076i
1077,R1077i
1078,R1078i
1079,R1079i
1080,R1080i
1081,R1081i
1082,R1082i
1083,R1083i
1084,R1084i
1085,R1085i
1086,R1086i
1087,R1087i
1088,R1088i
1089,R1089i
1090,R1090i
1091,R1091i
1092,R1092i
1093,R1093i
1094,R1094i
1095,R1095i
1096,R1096i
1097,R1097i
1098,R1098i
1099,R1099i
1100,R1100i
1101,R1101i
1102,R1102i
1103,R1103i
1104,R1104i
1105,R1105i
1106,R1106i
1107,R1107i
1108,R1108i
1109,R1109i
1110,R1110i
1111,R1111i
1112,R1112i
1113,R1113i
1114,R1114i
1115,R1115i
1116,R1116i
1117,R1117i
1118,R1118i
1119,R1119i
1120,R1120i
1121,R1121i
1122,R1122i
1123,R1123i
1124,R1124i
1125,R1125i
1126,R1126i
1127,R1127i
1128,R1128i
1129,R1129i
1130,R1130i
1131,R1131i
1132,R1132i
1133,R1133i
1134,R1134i
1135,R1135i
1136,R1136i
1137,R1137i
1138,R1138i
1139,R1139i
1140,R1140i
1141,R1141i
1142,R1142i
1143,R1143i
1144,R1144i
1145,R1145i
1146,R1146i
1147,R1147i
1148,R1148i
1149,R1149i
1150,R1150i
1151,R1151i
1152,R1152i
1153,R1153i
1154,R1154i
1155,R1155i
1156,R1156i
1157,R1157i
1158,R1158i
1159,R1159i
1160,R1160i
1161,R1161i
1162,R1162i
1163,R1163i
1164,R1164i
1165,R1165i
1166,R1166i
1167,R1167i
1168,R1168i
1169,R1169i
1170,R1170i
1171,R1171i
1172,R1172i
1173,R1173i
1174,R1174i
1175,R1175i
1176,R1176i
1177,R1177i
1178,R1178i
1179,R1179i
1180,R1180i
1181,R1181i
1182,R1182i
1183,R1183i
1184,R1184i
1185,R1185i
1186,R1186i
1187,R1187i
1188,R1188i
1189,R1189i
1190,R1190i
1191,R1191i
1192,R1192i
1193,R1193i
1194,R1194i
1195,R1195i
1196,R1196i
1197,R1197i
1198,R1198i
1199,R1199i
1200,R1200i
1201,R1201i
1202,R1202i
1203,R1203i
1204,R1204i
1205,R1205i
1206,R1206i
1207,R1207i
1208,R1208i
1209,R1209i
1210,R1210i
1211,R1211i
1212,R1212i
1213,R1213i
1214,R1214i
1215,R1215i
1216,R1216i
1217,R1217i
1218,R1218i
1219,R1219i
1220,R1220i
1221,R1221i
1222,R1222i
1223,R1223i
1224,R1224i
1225,R1225i
1226,R1226i
1227,R1227i
1228,R1228i
1229,R1229i
1230,R1230i
1231,R1231i
1232,R1232i
1233,R1233i
1234,R1234i
1235,R1235i
1236,R1236i
1237,R1237i
1238,R1238i
1239,R1239i
1240,R1240i
1241,R1241i
1242,R1242i
1243,R1243i
1244,R1244i
1245,R1245i
1246,R1246i
1247,R1247i
1248,R1248i
1249,R1249i
1250,R1250i
1251,R1251i
1252,R1252i
1253,R1253i
1254,R1254i
1255,R1255i
1256,R1256i
1257,R1257i
1258,R1258i
1259,R1259i
1260,R1260i
1261,R1261i
1262,R1262i
1263,R1263i
1264,R1264i
1265,R1265i
1266,R1266i
1267,R1267i
1268,R1268i
1269,R1269i
1270,R1270i
1271,R1271i
1272,R1272i
1273,R1273i
1274,R1274i
1275,R1275i
1276,R1276i
1277,R1277i
1278,R1278i
1279,R1279i
1280,R1280i
1281,R1281i
1282,R1282i
1283,R1283i
1284,R1284i
1285,R1285i
1286,R1286i
1287,R1287i
1288,R1288i
1289,R1289i
1290,R1290i
1291,R1291i
1292,R1292i
1293,R1293i
1294,R1294i
1295,R1295i
1296,R1296i
1297,R1297i
1298,R1298i
1299,R1299i
1300,R1300i
1301,R1301i
1302,R1302i
1303,R1303i
1304,R1304i
1305,R1305i
1306,R1306i
1307,R1307i
1308,R1308i
1309,R1309i
1310,R1310i
1311,R1311i
1312,R1312i
1313,R1313i
1314,R1314i
1315,R1315i
1316,R1316i
1317,R1317i
1318,R1318i
1319,R1319i
1320,R1320i
1321,R1321i
1322,R1322i
1323,R1323i
1324,R1324i
1325,R1325i
1326,R1326i
1327,R1327i
1328,R1328i
1329,R1329i
1330,R1330i
1331,R1331i
1332,R1332i
1333,R1333i
1334,R1334i
1335,R1335i
1336,R1336i
1337,R1337i
1338,R1338i
1339,R1339i
1340,R1340i
1341,R1341i
1342,R1342i
1343,R1343i
1344,R1344i
1345,R1345i
1346,R1346i
1347,R1347i
1348,R1348i
1349,R1349i
1350,R1350i
1351,R1351i
1352,R1352i
1353,R1353i
1354,R1354i
1355,R1355i
1356,R1356i
1357,R1357i
1358,R1358i
1359,R1359i
1360,R1360i
1361,R1361i
1362,R1362i
1363,R1363i
1364,R1364i
1365,R1365i
1366,R1366i
1367,R1367i
1368,R1368i
1369,R1369i
1370,R1370i
1371,R1371i
1372,R1372i
1373,R1373i
1374,R1374i
1375,R1375i
1376,R1376i
1377,R1377i
1378,R1378i
1379,R1379i
1380,R1380i
1381,R1381i
1382,R1382i
1383,R1383i
1384,R1384i
1385,R1385i
1386,R1386i
1387,R1387i
1388,R1388i
1389,R1389i
1390,R1390i
1391,R1391i
1392,R1392i
1393,R1393i
1394,R1394i
1395,R1395i
1396,R1396i
1397,R1397i
1398,R1398i
1399,R1399i
1400,R1400i
1401,R1401i
1402,R1402i
1403,R1403i
1404,R1404i
1405,R1405i
1406,R1406i
1407,R1407i
1408,R1408i
1409,R1409i
1410,R1410i
1411,R1411i
1412,R1412i
1413,R1413i
1414,R1414i
1415,R1415i
1416,R1416i
1417,R1417i
1418,R1418i
1419,R1419i
1420,R1420i
1421,R1421i
1422,R1422i
1423,R1423i
1424,R1424i
1425,R1425i
1426,R1426i
1427,R1427i
1428,R1428i
1429,R1429i
1430,R1430i
1431,R1431i
1432,R1432i
1433,R1433i
1434,R1434i
1435,R1435i
1436,R1436i
1437,R1437i
1438,R1438i
1439,R1439i
1440,R1440i
1441,R1441i
1442,R1442i
1443,R1443i
1444,R1444i
1445,R1445i
1446,R1446i
1447,R1447i
1448,R1448i
1449,R1449i
1450,R1450i
1451,R1451i
1452,R1452i
1453,R1453i
1454,R1454i
1455,R1455i
1456,R1456i
1457,R1457i
1458,R1458i
1459,R1459i
1460,R1460i
1461,R1461i
1462,R1462i
1463,R1463i
1464,R1464i
1465,R1465i
1466,R1466i
1467,R1467i
1468,R1468i
1469,R1469i
1470,R1470i
1471,R1471i
1472,R1472i
1473,R1473i
1474,R1474i
1475,R1475i
1476,R1476i
1477,R1477i
1478,R1478i
1479,R1479i
1480,R1480i
1481,R1481i
1482,R1482i
1483,R1483i
1484,R1484i
1485,R1485i
1486,R1486i
1487,R1487i
1488,R1488i
1489,R1489i
1490,R1490i
1491,R1491i
1492,R1492i
1493,R1493i
1494,R1494i
1495,R1495i
1496,R1496i
1497,R1497i
1498,R1498i
1499,R1499i
1500,R1500i
1501,R1501i
1502,R1502i
1503,R1503i
1504,R1504i
1505,R1505i
1506,R1506i
1507,R1507i
1508,R1508i
1509,R1509i
1510,R1510i
1511,R1511i
1512,R1512i
1513,R1513i
1514,R1514i
1515,R1515i
1516,R1516i
1517,R1517i
1518,R1518i
1519,R1519i
1520,R1520i
1521,R1521i
1522,R1522i
1523,R1523i
1524,R1524i
1525,R1525i
1526,R1526i
1527,R1527i
1528,R1528i
1529,R1529i
1530,R1530i
1531,R1531i
1532,R1532i
1533,R1533i
1534,R1534i
1535,R1535i
1536,R1536i
1537,R1537i
1538,R1538i
1539,R1539i
1540,R1540i
1541,R1541i
1542,R1542i
1543,R1543i
1544,R1544i
1545,R1545i
1546,R1546i
1547,R1547i
1548,R1548i
1549,R1549i
1550,R1550i
1551,R1551i
1552,R1552i
1553,R1553i
1554,R1554i
1555,R1555i
1556,R1556i
1557,R1557i
1558,R1558i
1559,R1559i
1560,R1560i
1561,R1561i
1562,R1562i
1563,R1563i
1564,R1564i
1565,R1565i
1566,R1566i
1567,R1567i
1568,R1568i
1569,R1569i
1570,R1570i
1571,R1571i
1572,R1572i
1573,R1573i
1574,R1574i
1575,R1575i
1576,R1576i
1577,R1577i
1578,R1578i
1579,R1579i
1580,R1580i
1581,R1581i
1582,R1582i
1583,R1583i
1584,R1584i
1585,R1585i
1586,R1586i
1587,R1587i
1588,R1588i
1589,R1589i
1590,R1590i
1591,R1591i
1592,R1592i
1593,R1593i
1594,R1594i
1595,R1595i
1596,R1596i
1597,R1597i
1598,R1598i
1599,R1599i
1600,R1600i
1601,R1601i
1602,R1602i
1603,R1603i
1604,R1604i
1605,R1605i
1606,R1606i
1607,R1607i
1608,R1608i
1609,R1609i
1610,R1610i
1611,R1611i
1612,R1612i
1613,R1613i
1614,R1614i
1615,R1615i
1616,R1616i
1617,R1617i
1618,R1618i
1619,R1619i
1620,R1620i
1621,R1621i
1622,R1622i
1623,R1623i
1624,R1624i
1625,R1625i
1626,R1626i
1627,R1627i
1628,R1628i
1629,R1629i
1630,R1630i
1631,R1631i
1632,R1632i
1633,R1633i
1634,R1634i
1635,R1635i
1636,R1636i
1637,R1637i
1638,R1638i
1639,R1639i
1640,R1640i
1641,R1641i
1642,R1642i
1643,R1643i
1644,R1644i
1645,R1645i
1646,R1646i
1647,R1647i
1648,R1648i
1649,R1649i
1650,R1650i
1651,R1651i
1652,R1652i
1653,R1653i
1654,R1654i
1655,R1655i
1656,R1656i
1657,R1657i
1658,R1658i
1659,R1659i
1660,R1660i
1661,R1661i
1662,R1662i
1663,R1663i
1664,R1664i
1665,R1665i
1666,R1666i
1667,R1667i
1668,R1668i
1669,R1669i
1670,R1670i
1671,R1671i
1672,R1672i
1673,R1673i
1674,R1674i
1675,R1675i
1676,R1676i
1677,R1677i
1678,R1678i
1679,R1679i
1680,R1680i
1681,R1681i
1682,R1682i
1683,R1683i
1684,R1684i
1685,R1685i
1686,R1686i
1687,R1687i
1688,R1688i
1689,R1689i
1690,R1690i
1691,R1691i
1692,R1692i
1693,R1693i
1694,R1694i
1695,R1695i
1696,R1696i
1697,R1697i
1698,R1698i
1699,R1699i
1700,R1700i
1701,R1701i
1702,R1702i
1703,R1703i
1704,R1704i
1705,R1705i
1706,R1706i
1707,R1707i
1708,R1708i
1709,R1709i
1710,R1710i
1711,R1711i
1712,R1712i
1713,R1713i
1714,R1714i
1715,R1715i
1716,R1716i
1717,R1717i
1718,R1718i
1719,R1719i
1720,R1720i
1721,R1721i
1722,R1722i
1723,R1723i
1724,R1724i
1725,R1725i
1726,R1726i
1727,R1727i
1728,R1728i
1729,R1729i
1730,R1730i
1731,R1731i
1732,R1732i
1733,R1733i
1734,R1734i
1735,R1735i
1736,R1736i
1737,R1737i
1738,R1738i
1739,R1739i
1740,R1740i
1741,R1741i
1742,R1742i
1743,R1743i
1744,R1744i
1745,R1745i
1746,R1746i
1747,R1747i
1748,R1748i
1749,R1749i
1750,R1750i
1751,R1751i
1752,R1752i
1753,R1753i
1754,R1754i
1755,R1755i
1756,R1756i
1757,R1757i
1758,R1758i
1759,R1759i
1760,R1760i
1761,R1761i
1762,R1762i
1763,R1763i
1764,R1764i
1765,R1765i
1766,R1766i
1767,R1767i
1768,R1768i
1769,R1769i
1770,R1770i
1771,R1771i
1772,R1772i
1773,R1773i
1774,R1774i
1775,R1775i
1776,R1776i
1777,R1777i
1778,R1778i
1779,R1779i
1780,R1780i
1781,R1781i
1782,R1782i
1783,R1783i
1784,R1784i
1785,R1785i
1786,R1786i
1787,R1787i
1788,R1788i
1789,R1789i
1790,R1790i
1791,R1791i
1792,R1792i
1793,R1793i
1794,R1794i
1795,R1795i
1796,R1796i
1797,R1797i
1798,R1798i
1799,R1799i
1800,R1800i
1801,R1801i
1802,R1802i
1803,R1803i
1804,R1804i
1805,R1805i
1806,R1806i
1807,R1807i
1808,R1808i
1809,R1809i
1810,R1810i
1811,R1811i
1812,R1812i
1813,R1813i
1814,R1814i
1815,R1815i
1816,R1816i
1817,R1817i
1818,R1818i
1819,R1819i
1820,R1820i
1821,R1821i
1822,R1822i
1823,R1823i
1824,R1824i
1825,R1825i
1826,R1826i
1827,R1827i
1828,R1828i
1829,R1829i
1830,R1830i
1831,R1831i
1832,R1832i
1833,R1833i
1834,R1834i
1835,R1835i
1836,R1836i
1837,R1837i
1838,R1838i
1839,R1839i
1840,R1840i
1841,R1841i
1842,R1842i
1843,R1843i
1844,R1844i
1845,R1845i
1846,R1846i
1847,R1847i
1848,R1848i
1849,R1849i
1850,R1850i
1851,R1851i
1852,R1852i
1853,R1853i
1854,R1854i
1855,R1855i
1856,R1856i
1857,R1857i
1858,R1858i
1859,R1859i
1860,R1860i
1861,R1861i
1862,R1862i
1863,R1863i
1864,R1864i
1865,R1865i
1866,R1866i
1867,R1867i
1868,R1868i
1869,R1869i
1870,R1870i
1871,R1871i
1872,R1872i
1873,R1873i
1874,R1874i
1875,R1875i
1876,R1876i
1877,R1877i
1878,R1878i
1879,R1879i
1880,R1880i
1881,R1881i
1882,R1882i
1883,R1883i
1884,R1884i
1885,R1885i
1886,R1886i
1887,R1887i
1888,R1888i
1889,R1889i
1890,R1890i
1891,R1891i
1892,R1892i
1893,R1893i
1894,R1894i
1895,R1895i
1896,R1896i
1897,R1897i
1898,R1898i
1899,R1899i
1900,R1900i
1901,R1901i
1902,R1902i
1903,R1903i
1904,R1904i
1905,R1905i
1906,R1906i
1907,R1907i
1908,R1908i
1909,R1909i
1910,R1910i
1911,R1911i
1912,R1912i
1913,R1913i
1914,R1914i
1915,R1915i
1916,R1916i
1917,R1917i
1918,R1918i
1919,R1919i
1920,R1920i
1921,R1921i
1922,R1922i
1923,R1923i
1924,R1924i
1925,R1925i
1926,R1926i
1927,R1927i
1928,R1928i
1929,R1929i
1930,R1930i
1931,R1931i
1932,R1932i
1933,R1933i
1934,R1934i
1935,R1935i
1936,R1936i
1937,R1937i
1938,R1938i
1939,R1939i
1940,R1940i
1941,R1941i
1942,R1942i
1943,R1943i
1944,R1944i
1945,R1945i
1946,R1946i
1947,R1947i
1948,R1948i
1949,R1949i
1950,R1950i
1951,R1951i
1952,R1952i
1953,R1953i
1954,R1954i
1955,R1955i
1956,R1956i
1957,R1957i
1958,R1958i
1959,R1959i
1960,R1960i
1961,R1961i
1962,R1962i
1963,R1963i
1964,R1964i
1965,R1965i
1966,R1966i
1967,R1967i
1968,R1968i
1969,R1969i
1970,R1970i
1971,R1971i
1972,R1972i
1973,R1973i
1974,R1974i
1975,R1975i
1976,R1976i
1977,R1977i
1978,R1978i
1979,R1979i
1980,R1980i
1981,R1981i
1982,R1982i
1983,R1983i
1984,R1984i
1985,R1985i
1986,R1986i
1987,R1987i
1988,R1988i
1989,R1989i
1990,R1990i
1991,R1991i
1992,R1992i
1993,R1993i
1994,R1994i
1995,R1995i
1996,R1996i
1997,R1997i
1998,R1998i
