R,french
415,4
416,3
417,3
418,5
419,4
420,2
421,2
422,3
423,3
424,3
425,2
426,4
427,3
428,3
429,3
430,2
431,4
432,3
433,2
434,4
435,2
436,2
437,2
438,2
439,5
440,3
441,4
442,4
443,5
444,9
445,5
446,9
447,5
448,4
449,5
450,3
451,2
452,2
453,9
454,9
455,3
456,4
457,5
458,5
459,5
460,5
461,4
462,4
463,4
464,2
465,5
466,5
467,5
468,9
469,4
470,4
471,2
472,3
473,3
474,3
475,3
476,2
477,3
478,2
479,4
480,4
481,2
482,4
483,3
484,9
485,5
486,5
487,2
488,5
489,9
490,9
491,9
492,3
493,3
494,2
495,2
496,5
497,5
498,4
499,5
500,5
501,2
502,2
503,5
504,4
505,9
506,4
507,2
508,3
509,5
510,3
511,4
512,2
513,2
514,2
515,4
516,3
517,2
518,2
519,3
520,2
521,9
522,9
523,5
524,5
525,5
526,5
527,4
528,3
529,3
530,9
531,5
532,5
533,5
534,4
535,2
536,5
537,5
538,3
539,5
540,3
541,2
542,3
543,2
544,5
545,2
546,5
547,5
548,5
549,5
550,5
551,3
552,9
553,5
554,5
555,5
556,2
557,2
558,4
559,5
560,3
561,3
562,5
563,2
564,4
565,5
566,5
567,4
568,3
569,5
570,5
571,3
572,4
573,5
574,4
575,4
576,2
577,2
578,3
579,2
580,2
581,5
582,5
583,5
584,5
585,9
586,4
587,9
588,5
589,2
590,5
591,4
592,3
593,2
594,4
595,3
596,2
597,3
598,3
599,2
600,4
601,3
602,3
603,4
604,5
605,2
606,3
607,5
608,9
609,5
610,4
611,4
612,5
613,5
614,3
615,3
616,4
617,5
618,5
619,4
620,5
621,4
622,4
623,2
624,4
625,4
626,2
627,9
628,2
629,5
630,3
631,4
632,3
633,5
634,5
635,2
636,3
637,5
638,5
639,5
640,5
641,2
642,5
643,5
644,4
645,2
646,3
647,4
648,5
649,5
650,3
651,4
652,5
653,2
654,2
655,5
656,5
657,3
658,5
659,3
660,3
661,3
662,5
663,4
664,4
665,4
666,5
667,5
668,5
669,5
670,5
671,5
672,5
673,2
674,2
675,9
676,9
677,3
678,3
679,9
680,5
681,5
682,5
683,4
684,5
685,3
686,4
687,5
688,5
689,3
690,9
691,4
692,5
693,5
694,5
695,5
696,3
697,5
698,3
699,2
700,2
701,2
702,4
703,5
704,2
705,2
706,5
707,5
708,5
709,5
710,5
711,3
712,2
713,3
714,4
715,2
716,2
717,3
718,4
719,5
720,3
721,2
722,5
723,5
724,9
725,4
726,2
727,3
728,3
729,9
730,5
731,5
732,3
733,5
734,4
735,4
736,5
737,9
738,3
739,3
740,9
741,5
742,3
743,2
744,5
745,5
746,5
747,4
748,5
749,3
750,4
751,2
752,4
753,2
754,4
755,4
756,4
757,5
758,5
759,2
760,4
761,2
762,3
763,2
764,4
765,2
766,4
767,2
768,2
769,9
770,4
771,3
772,4
773,2
774,4
775,5
776,4
777,5
778,3
779,5
780,5
781,3
782,3
783,9
784,3
785,5
786,4
787,3
788,2
789,2
790,4
791,2
792,3
793,5
794,3
795,5
796,2
797,4
798,3
799,5
800,2
801,9
802,2
803,5
804,4
805,4
806,3
807,5
808,5
809,5
810,2
811,5
812,9
813,5
814,5
815,5
816,4
817,9
818,5
819,5
820,5
821,4
822,5
823,5
824,3
825,9
826,5
827,5
828,5
829,4
830,5
831,5
832,5
833,5
834,3
835,3
836,9
837,2
838,4
839,5
840,3
841,5
842,5
843,5
844,4
845,4
846,9
847,3
848,5
849,5
850,4
851,4
852,5
853,5
854,2
855,4
856,2
857,4
858,5
859,3
860,5
861,2
862,2
863,5
864,3
865,5
866,2
867,5
868,2
869,4
870,4
871,3
872,3
873,2
874,4
875,3
876,5
877,2
878,4
879,3
880,3
881,2
882,2
883,2
884,4
885,5
886,3
887,2
888,2
889,4
890,2
891,2
892,5
893,2
894,5
895,5
896,2
897,2
898,3
899,4
900,5
901,5
902,5
903,5
904,9
905,3
906,3
907,4
908,5
909,2
910,9
911,5
912,4
913,5
914,3
915,5
916,9
917,5
918,4
919,5
920,5
921,5
922,3
923,5
924,3
925,5
926,3
927,5
928,4
929,3
930,5
931,5
932,5
933,5
934,9
935,3
936,4
937,5
938,5
939,5
940,9
941,3
942,3
943,3
944,2
945,4
946,5
947,5
948,9
949,5
950,4
951,5
952,2
953,4
954,3
955,5
956,5
957,9
958,5
959,9
960,5
961,2
962,2
963,2
964,5
965,4
966,3
967,4
968,2
969,2
970,2
971,5
972,5
973,2
974,5
975,3
976,5
977,5
978,2
979,3
980,2
981,4
982,5
983,3
984,4
985,5
986,3
987,5
988,5
989,2
990,5
991,5
992,5
993,4
994,3
995,4
996,4
997,9
998,2
999,5
1000,3
