R,indian
807,5
808,3
809,5
810,5
811,9
812,3
813,5
814,5
815,2
816,3
817,2
818,2
819,2
820,2
821,2
822,2
823,5
824,5
825,3
826,5
827,5
828,3
829,9
830,5
831,9
832,3
833,9
834,3
835,5
836,9
837,5
838,3
839,5
840,3
841,2
842,2
843,5
844,9
845,5
846,3
847,3
848,5
849,5
850,3
851,5
852,3
853,2
854,2
855,2
856,5
857,2
858,5
859,9
860,5
861,3
862,5
863,5
864,2
865,3
866,9
867,5
868,9
869,5
870,5
871,3
872,5
873,5
874,3
875,5
876,5
877,3
878,5
879,5
880,3
881,9
882,3
883,5
884,9
885,5
886,5
887,5
888,5
889,3
890,9
891,5
892,5
893,2
894,5
895,5
896,3
897,5
898,9
899,2
900,9
901,2
902,9
903,9
904,2
905,2
906,9
907,3
908,3
909,5
910,3
911,3
912,9
913,5
914,5
915,2
916,9
917,5
918,2
919,5
920,5
921,2
922,2
923,2
924,5
925,3
926,3
927,5
928,5
929,9
930,9
931,5
932,5
933,2
934,2
935,9
936,9
937,5
938,5
939,5
940,2
941,3
942,5
943,3
944,9
945,9
946,5
947,2
948,9
949,5
950,5
951,5
952,3
953,3
954,5
955,9
956,3
957,2
958,3
959,5
960,9
961,9
962,9
963,2
964,5
965,9
966,2
967,9
968,9
969,2
970,9
971,2
972,5
973,9
974,2
975,9
976,5
977,5
978,9
979,5
980,5
981,2
982,5
983,9
984,2
985,5
986,2
987,9
988,9
989,9
990,2
991,5
992,3
993,5
994,5
995,5
996,5
997,2
998,9
999,5
1000,3
1001,3
1002,9
1003,5
1004,5
1005,9
1006,3
1007,3
1008,2
1009,5
1010,5
1011,3
1012,3
1013,5
1014,2
1015,9
1016,5
1017,9
1018,3
1019,5
1020,5
1021,9
1022,2
1023,3
1024,5
1025,5
1026,9
1027,9
1028,5
1029,3
1030,9
1031,5
1032,5
1033,5
1034,5
1035,5
1036,5
1037,9
1038,5
1039,5
1040,5
1041,9
1042,2
1043,9
1044,5
1045,9
1046,5
1047,5
1048,5
1049,5
1050,5
1051,3
1052,5
1053,2
1054,2
1055,5
1056,3
1057,5
1058,3
1059,5
1060,5
1061,9
1062,5
1063,9
1064,3
1065,5
1066,5
1067,3
1068,5
1069,5
1070,5
1071,3
1072,5
1073,5
1074,9
1075,5
1076,3
1077,3
1078,9
1079,2
1080,2
1081,3
1082,9
1083,5
1084,2
1085,5
1086,9
1087,9
1088,9
1089,9
1090,5
1091,9
1092,5
1093,9
1094,5
1095,5
1096,9
1097,5
1098,9
1099,5
1100,9
1101,5
1102,5
1103,5
1104,9
1105,5
1106,9
1107,3
1108,2
1109,9
1110,2
1111,5
1112,2
1113,5
1114,3
1115,5
1116,5
1117,5
1118,5
1119,2
1120,2
1121,5
1122,3
1123,5
1124,3
1125,3
1126,2
1127,5
1128,5
1129,3
1130,3
1131,5
1132,5
1133,5
1134,2
1135,5
1136,5
1137,2
1138,3
1139,5
1140,3
1141,5
1142,2
1143,9
1144,5
1145,3
1146,2
1147,5
1148,5
1149,9
1150,3
1151,5
1152,2
1153,9
1154,3
1155,5
1156,5
1157,5
1158,3
1159,5
1160,2
1161,5
1162,5
1163,5
1164,5
1165,3
1166,5
1167,5
1168,3
1169,3
1170,5
1171,9
1172,5
1173,5
1174,2
1175,5
1176,5
1177,2
1178,5
1179,2
1180,3
1181,5
1182,5
1183,3
1184,3
1185,9
1186,3
1187,9
1188,2
1189,9
1190,2
1191,5
1192,3
1193,3
1194,5
1195,9
1196,5
1197,5
1198,5
1199,2
1200,2
1201,2
1202,5
1203,5
1204,2
1205,5
1206,2
1207,5
1208,5
1209,9
1210,5
1211,5
1212,9
1213,9
1214,3
1215,9
1216,5
1217,9
1218,5
1219,5
1220,2
1221,2
1222,9
1223,9
1224,2
1225,2
1226,5
1227,5
1228,5
1229,5
1230,5
1231,5
1232,5
1233,5
1234,9
1235,5
1236,5
1237,9
1238,5
1239,5
1240,2
1241,5
1242,2
1243,9
1244,5
1245,5
1246,9
1247,9
1248,2
1249,3
1250,3
1251,2
1252,5
1253,3
1254,5
1255,5
1256,5
1257,2
1258,5
1259,5
1260,9
1261,9
1262,5
1263,5
1264,9
1265,2
1266,2
1267,5
1268,5
1269,5
1270,9
1271,3
1272,5
1273,5
1274,5
1275,5
1276,3
1277,5
1278,9
1279,9
1280,5
1281,5
1282,5
1283,3
1284,2
1285,5
1286,3
1287,3
1288,9
1289,5
1290,9
1291,3
1292,5
1293,5
1294,5
1295,9
1296,5
1297,5
1298,5
1299,5
1300,5
1301,5
1302,2
1303,3
1304,9
1305,5
1306,9
1307,3
1308,5
1309,3
1310,2
1311,3
1312,9
1313,3
1314,5
1315,5
1316,5
1317,5
1318,3
1319,9
1320,2
1321,5
1322,5
1323,5
1324,2
1325,5
1326,5
1327,5
1328,9
1329,5
1330,9
1331,5
1332,3
1333,5
1334,5
1335,5
1336,3
1337,5
1338,9
1339,2
1340,2
1341,2
1342,5
1343,5
1344,5
1345,5
1346,5
1347,5
1348,5
1349,2
1350,3
1351,9
1352,5
1353,5
1354,3
1355,5
1356,9
1357,5
1358,3
1359,5
1360,9
1361,3
1362,3
1363,9
1364,2
1365,9
1366,5
1367,9
1368,5
1369,3
1370,5
1371,5
1372,5
1373,5
1374,5
1375,5
1376,3
1377,5
1378,5
1379,5
1380,3
1381,2
1382,9
1383,5
1384,5
1385,5
1386,2
1387,5
1388,5
1389,9
1390,3
1391,9
1392,5
1393,3
1394,5
1395,5
1396,3
1397,5
1398,3
1399,5
1400,3
1401,3
1402,5
1403,5
1404,2
1405,3
1406,5
1407,2
1408,5
1409,2
1410,2
1411,2
1412,2
1413,5
1414,5
1415,9
1416,5
1417,3
1418,5
1419,3
1420,9
1421,5
1422,9
1423,5
1424,3
1425,9
1426,5
1427,2
1428,2
1429,2
1430,5
1431,5
1432,2
1433,2
1434,2
1435,5
1436,5
1437,5
1438,3
1439,5
1440,9
1441,5
1442,5
1443,5
1444,5
1445,5
1446,3
1447,3
1448,3
1449,5
1450,9
1451,2
1452,5
1453,5
1454,5
1455,3
1456,5
1457,3
1458,5
1459,9
1460,2
1461,5
1462,5
1463,5
1464,5
1465,5
1466,9
1467,2
1468,2
1469,9
1470,5
1471,5
1472,5
1473,3
1474,5
1475,5
1476,5
1477,9
1478,5
1479,9
1480,3
1481,5
1482,2
1483,5
1484,5
1485,5
1486,9
1487,5
1488,5
1489,5
1490,5
1491,9
1492,5
1493,5
1494,5
1495,5
1496,5
1497,9
1498,5
1499,3
1500,9
