R,mexican
269,2
270,2
271,3
272,2
273,9
274,2
275,5
276,9
277,9
278,3
279,9
280,4
281,4
282,5
283,4
284,5
285,5
286,9
287,2
288,5
289,5
290,4
291,9
292,3
293,3
294,9
295,2
296,4
297,9
298,9
299,9
300,2
301,4
302,3
303,3
304,4
305,9
306,9
307,4
308,5
309,3
310,3
311,3
312,4
313,2
314,4
315,5
316,4
317,2
318,5
319,5
320,2
321,4
322,4
323,3
324,2
325,9
326,3
327,5
328,9
329,5
330,9
331,9
332,4
333,9
334,4
335,9
336,3
337,9
338,3
339,4
340,4
341,9
342,3
343,3
344,9
345,2
346,5
347,9
348,9
349,4
350,5
351,3
352,9
353,3
354,4
355,4
356,4
357,9
358,5
359,4
360,9
361,3
362,9
363,3
364,4
365,5
366,3
367,5
368,3
369,4
370,3
371,4
372,2
373,5
374,9
375,9
376,4
377,3
378,3
379,3
380,3
381,9
382,3
383,5
384,5
385,4
386,2
387,3
388,5
389,2
390,3
391,2
392,9
393,4
394,3
395,4
396,3
397,3
398,5
399,3
400,4
401,4
402,5
403,5
404,5
405,4
406,4
407,5
408,9
409,5
410,3
411,9
412,9
413,3
414,3
415,5
416,3
417,5
418,4
419,2
420,5
421,3
422,5
423,9
424,3
425,3
426,3
427,3
428,3
429,3
430,9
431,3
432,3
433,9
434,4
435,3
436,3
437,4
438,3
439,2
440,2
441,2
442,2
443,2
444,2
445,2
446,9
447,4
448,4
449,2
450,5
451,3
452,3
453,2
454,4
455,2
456,2
457,9
458,9
459,3
460,4
461,2
462,3
463,3
464,3
465,3
466,5
467,4
468,9
469,3
470,9
471,3
472,4
473,4
474,3
475,2
476,3
477,4
478,3
479,5
480,5
481,4
482,9
483,3
484,4
485,9
486,5
487,3
488,5
489,2
490,2
491,2
492,2
493,2
494,2
495,9
496,5
497,5
498,3
499,5
500,5
501,3
502,3
503,5
504,4
505,3
506,2
507,9
508,5
509,2
510,3
511,3
512,9
513,4
514,9
515,9
516,4
517,2
518,4
519,4
520,4
521,9
522,9
523,2
524,3
525,2
526,4
527,2
528,2
529,2
530,2
531,2
532,2
533,2
534,3
535,4
536,5
537,4
538,9
539,2
540,5
541,3
542,4
543,9
544,4
545,4
546,9
547,5
548,5
549,5
550,5
551,9
552,3
553,3
554,2
555,2
556,4
557,9
558,3
559,5
560,2
561,4
562,4
563,4
564,2
565,9
566,5
567,5
568,4
569,9
570,5
571,4
572,2
573,9
574,5
575,4
576,9
577,9
578,5
579,4
580,4
581,5
582,9
583,5
584,9
585,9
586,9
587,5
588,5
589,5
590,5
591,5
592,2
593,3
594,3
595,3
596,2
597,9
598,2
599,5
600,5
601,5
602,3
603,5
604,9
605,3
606,2
607,3
608,2
609,5
610,3
611,3
612,5
613,2
614,4
615,5
616,3
617,5
618,3
619,3
620,3
621,9
622,2
623,9
624,4
625,2
626,4
627,3
628,4
629,9
630,4
631,9
632,2
633,4
634,5
635,4
636,9
637,4
638,9
639,5
640,9
641,9
642,5
643,5
644,4
645,4
646,3
647,2
648,2
649,5
650,9
651,9
652,5
653,4
654,4
655,2
656,5
657,2
658,4
659,9
660,3
661,4
662,4
663,5
664,4
665,2
666,5
667,2
668,2
669,2
670,3
671,3
672,2
673,3
674,5
675,9
676,2
677,3
678,2
679,2
680,2
681,2
682,2
683,2
684,3
685,4
686,5
687,5
688,5
689,9
690,4
691,5
692,9
693,9
694,3
695,4
696,4
697,4
698,5
699,3
700,4
701,4
702,9
703,2
704,9
705,5
706,2
707,2
708,9
709,5
710,5
711,9
712,4
713,3
714,4
715,3
716,5
717,4
718,4
719,5
720,3
721,4
722,5
723,5
724,2
725,5
726,4
727,4
728,9
729,3
730,3
731,5
732,3
733,2
734,2
735,2
736,2
737,4
738,5
739,2
740,2
741,2
742,9
743,4
744,5
745,5
746,4
747,4
748,2
749,9
750,2
751,4
752,3
753,4
754,9
755,3
756,3
757,2
758,2
759,9
760,3
761,4
762,3
763,4
764,9
765,9
766,2
767,3
768,9
769,2
770,3
771,2
772,5
773,9
774,2
775,3
776,9
777,5
778,3
779,5
780,5
781,3
782,9
783,2
784,9
785,5
786,9
787,5
788,4
789,4
790,9
791,4
792,4
793,9
794,3
795,4
796,2
797,5
798,9
799,5
800,3
801,2
802,9
803,9
804,5
805,3
806,2
807,2
808,3
809,2
810,3
811,5
812,4
813,5
814,5
815,4
816,2
817,4
818,5
819,5
820,5
821,3
822,4
823,2
824,4
825,2
826,4
827,5
828,5
829,2
830,5
831,5
832,5
833,9
834,5
835,9
836,3
837,9
838,2
839,3
840,3
841,5
842,5
843,2
844,4
845,9
846,4
847,9
848,2
849,9
850,4
851,2
852,4
853,5
854,4
855,3
856,4
857,3
858,9
859,3
860,3
861,4
862,3
863,2
864,4
865,2
866,4
867,5
868,4
869,9
870,5
871,3
872,3
873,4
874,2
875,4
876,5
877,5
878,9
879,4
880,3
881,4
882,3
883,5
884,3
885,2
886,3
887,4
888,9
889,2
890,4
891,4
892,2
893,3
894,2
895,2
896,3
897,9
898,4
899,5
900,4
901,9
902,5
903,5
904,4
905,3
906,2
907,9
908,9
909,9
910,3
911,4
912,4
913,5
914,5
915,5
916,5
917,5
918,4
919,5
920,5
921,5
922,9
923,2
924,4
925,3
926,2
927,2
928,4
929,2
930,5
931,5
932,5
933,5
934,4
935,4
936,4
937,5
938,4
939,9
940,2
941,2
942,3
943,3
944,4
945,4
946,3
947,4
948,4
949,3
950,3
951,2
952,3
953,2
954,4
955,4
956,9
957,3
958,2
959,5
960,4
961,9
962,4
963,9
964,9
965,3
966,4
967,3
968,9
969,4
970,4
971,4
972,4
973,3
974,9
975,2
976,5
977,2
978,3
979,5
980,9
981,9
982,5
983,4
984,4
985,5
986,4
987,9
988,5
989,3
990,9
991,2
992,2
993,4
994,4
995,4
996,5
997,2
998,4
999,5
1000,3
1001,4
1002,9
1003,9
1004,4
1005,9
1006,3
1007,9
1008,3
1009,5
1010,9
1011,9
1012,2
1013,5
1014,9
1015,4
1016,2
1017,5
1018,4
1019,3
1020,9
1021,4
1022,3
1023,5
1024,4
1025,4
1026,4
1027,4
1028,5
1029,2
1030,9
1031,5
1032,5
1033,9
1034,5
1035,5
1036,9
1037,3
1038,4
1039,4
1040,2
1041,3
1042,9
1043,9
1044,5
1045,3
1046,5
1047,2
1048,5
1049,2
1050,2
1051,3
1052,4
1053,5
1054,5
1055,5
1056,3
1057,4
1058,2
1059,9
1060,9
1061,5
1062,5
1063,9
1064,9
1065,3
1066,2
1067,2
1068,2
1069,5
1070,5
1071,4
1072,5
1073,3
1074,2
1075,5
1076,5
1077,9
1078,5
1079,4
1080,3
1081,5
1082,5
1083,5
1084,4
1085,3
1086,2
1087,3
1088,3
1089,4
1090,5
1091,5
1092,5
1093,5
1094,5
1095,2
1096,2
1097,5
1098,4
1099,4
1100,3
1101,4
1102,4
1103,5
1104,9
1105,9
1106,4
1107,2
1108,4
1109,3
1110,4
1111,5
1112,9
1113,9
1114,2
1115,2
1116,2
1117,5
1118,5
1119,4
1120,5
1121,5
1122,4
1123,3
1124,2
1125,3
1126,4
1127,3
1128,3
1129,5
1130,4
1131,5
1132,9
1133,5
1134,5
1135,9
1136,2
1137,3
1138,3
1139,9
1140,4
1141,3
1142,5
1143,9
1144,3
1145,4
1146,2
1147,9
1148,5
1149,9
1150,9
1151,9
1152,4
1153,9
1154,5
1155,4
1156,5
1157,4
1158,3
1159,9
1160,5
1161,4
1162,9
1163,9
1164,4
1165,3
1166,4
1167,5
1168,4
1169,3
1170,5
1171,2
1172,3
1173,4
1174,4
1175,5
1176,5
1177,2
1178,3
1179,4
1180,3
1181,2
1182,9
1183,4
1184,9
1185,3
1186,4
1187,9
1188,9
1189,2
1190,9
1191,5
1192,5
1193,4
1194,5
1195,5
1196,5
1197,3
1198,5
1199,5
1200,5
1201,5
1202,5
1203,5
1204,4
1205,9
1206,4
1207,3
1208,9
1209,2
1210,4
1211,5
1212,4
1213,4
1214,2
1215,9
1216,4
1217,3
1218,5
1219,5
1220,5
1221,5
1222,5
1223,4
1224,3
1225,5
1226,9
1227,9
1228,2
1229,4
1230,3
1231,3
1232,2
1233,3
1234,3
1235,5
1236,3
1237,9
1238,5
1239,3
1240,2
1241,2
1242,5
1243,9
1244,9
1245,5
1246,5
1247,2
1248,4
1249,9
1250,4
1251,4
1252,9
1253,4
1254,4
1255,3
1256,5
1257,9
1258,2
1259,2
1260,9
1261,4
1262,5
1263,5
1264,9
1265,5
1266,4
1267,2
1268,4
1269,3
1270,2
1271,3
1272,5
1273,9
1274,5
1275,3
1276,9
1277,4
1278,5
1279,9
1280,4
1281,5
1282,9
1283,9
1284,3
1285,5
1286,2
1287,2
1288,3
1289,9
1290,2
1291,5
1292,4
1293,9
1294,9
1295,4
1296,5
1297,2
1298,4
1299,5
1300,9
1301,2
1302,5
1303,3
1304,2
1305,2
1306,2
1307,4
1308,4
1309,9
1310,3
1311,5
1312,5
1313,4
1314,5
1315,5
1316,5
1317,9
1318,9
1319,3
1320,9
1321,2
1322,5
1323,3
1324,3
1325,2
1326,4
1327,9
1328,2
1329,4
1330,9
1331,5
1332,4
1333,3
1334,5
1335,3
1336,4
1337,9
1338,4
1339,9
1340,2
1341,2
1342,2
1343,5
1344,3
1345,5
1346,2
1347,5
1348,5
1349,5
1350,2
1351,4
1352,9
1353,9
1354,5
1355,4
1356,9
1357,2
1358,2
1359,3
1360,9
1361,9
1362,5
1363,9
1364,5
1365,4
1366,5
1367,5
1368,4
1369,4
1370,9
1371,2
1372,2
1373,3
1374,9
1375,3
1376,4
1377,2
1378,2
1379,2
1380,3
1381,2
1382,2
1383,9
1384,5
1385,4
1386,2
1387,5
1388,9
1389,2
1390,4
1391,5
1392,5
1393,5
1394,3
1395,3
1396,4
1397,9
1398,3
1399,4
1400,9
1401,2
1402,3
1403,5
1404,5
1405,9
1406,5
1407,5
1408,5
1409,5
1410,5
1411,5
1412,5
1413,5
1414,3
1415,2
1416,5
1417,9
1418,9
1419,2
1420,5
1421,5
1422,4
1423,2
1424,2
1425,2
1426,5
1427,5
1428,3
1429,3
1430,9
1431,9
1432,4
1433,5
1434,5
1435,2
1436,2
1437,5
1438,9
1439,5
1440,9
1441,4
1442,5
1443,2
1444,5
1445,5
1446,3
1447,4
1448,9
1449,3
1450,4
1451,4
1452,9
1453,5
1454,5
1455,3
1456,2
1457,5
1458,3
1459,4
1460,5
1461,9
1462,9
1463,2
1464,2
1465,5
1466,3
1467,4
1468,4
1469,3
1470,5
1471,3
1472,2
1473,5
1474,9
1475,4
1476,5
1477,9
1478,5
1479,9
1480,3
1481,3
1482,5
1483,5
1484,9
1485,2
1486,5
1487,9
1488,5
1489,3
1490,4
1491,9
1492,9
1493,2
1494,9
1495,3
1496,4
1497,3
1498,5
1499,3
1500,2
