R,L
24,223
24,735
24,197
24,449
24,313
24,226
24,539
24,225
24,51
24,489
24,361
24,801
24,453
24,769
24,78
24,110
24,70
24,441
24,132
24,186
24,238
25,25
25,12
25,246
25,4
25,34
25,78
25,313
25,70
25,85
25,56
25,41
25,14
25,104
25,61
25,108
25,243
25,340
25,209
25,190
25,54
25,196
25,81
25,20
25,31
25,449
25,579
25,89
25,73
25,137
25,136
25,38
25,226
25,336
25,46
25,769
25,264
25,180
25,57
26,26
26,16
26,5
26,12
26,22
26,20
26,136
26,137
26,98
26,158
26,29
26,89
26,93
26,40
26,4
26,35
26,195
26,196
26,234
26,14
26,47
26,94
26,290
26,153
26,352
26,104
26,368
26,223
26,361
26,126
26,341
26,302
26,610
26,463
26,584
26,60
26,243
26,92
26,208
26,176
26,85
26,73
26,289
26,174
26,78
26,286
26,31
26,147
26,434
26,846
26,735
26,836
26,216
26,224
26,291
26,1083
26,211
26,900
26,95
26,51
27,27
27,16
27,5
27,12
27,24
27,31
27,32
27,34
27,35
27,19
27,37
27,29
27,47
27,49
27,50
27,52
27,53
27,114
27,14
27,121
27,186
27,187
27,137
27,4
27,237
27,200
27,203
27,292
27,54
27,299
27,196
27,224
27,205
27,264
27,223
27,301
27,64
27,281
27,361
27,360
27,104
27,421
27,102
27,556
28,28
28,1353
28,1693
29,29
29,20
29,12
29,31
29,32
29,34
29,35
29,19
29,27
29,38
29,40
29,41
29,43
29,46
29,89
29,93
29,94
29,85
29,47
29,4
29,98
29,26
29,16
29,224
29,223
29,336
29,13
29,266
29,337
29,341
29,303
29,54
29,203
29,114
29,14
29,136
29,78
29,104
29,361
29,196
29,77
29,5
29,64
29,463
29,53
29,81
29,226
29,102
29,272
29,205
29,216
29,200
29,302
29,352
29,246
30,30
30,1908
31,31
31,32
31,34
31,35
31,27
31,12
31,29
31,38
31,41
31,78
31,4
31,54
31,13
31,57
31,20
31,272
31,76
31,246
31,104
31,299
31,58
31,121
31,47
31,136
31,212
31,24
31,16
31,64
31,180
31,114
31,200
31,303
31,336
31,449
31,81
31,6
31,26
31,93
31,137
31,61
31,77
31,226
31,205
31,463
31,196
31,223
31,102
31,25
31,115
31,340
31,190
32,32
32,31
32,27
32,12
32,29
32,20
32,104
32,216
32,14
32,54
32,243
32,463
32,85
32,102
32,78
32,77
32,4
32,299
32,327
32,347
32,196
32,303
32,58
32,452
32,364
32,73
32,142
32,525
32,773
32,623
32,652
32,245
33,33
33,905
33,846
33,1077
33,174
33,175
33,172
33,822
33,10
33,727
33,1963
34,34
34,31
34,35
34,27
34,12
34,29
34,38
34,41
34,43
34,223
34,104
34,243
34,246
34,212
34,4
34,5
34,25
34,78
34,228
34,114
34,14
34,281
34,20
34,24
34,211
34,180
34,136
34,54
34,226
34,64
34,81
34,449
34,85
34,13
34,108
34,122
34,801
34,206
34,340
34,209
34,190
34,202
34,489
34,57
34,337
34,336
34,73
34,735
34,49
34,89
34,769
34,441
34,755
34,107
35,35
35,31
35,34
35,19
35,27
35,12
35,37
35,29
35,38
35,40
35,41
35,43
35,46
35,108
35,78
35,14
35,4
35,54
35,122
35,13
35,180
35,190
35,20
35,26
35,196
35,137
35,136
35,203
35,104
35,205
35,209
35,114
35,81
35,223
35,226
35,77
35,243
35,246
35,47
35,336
35,74
35,266
35,337
35,267
35,340
35,341
35,347
35,5
35,94
35,16
35,89
35,23
35,449
35,463
35,58
35,453
35,525
35,579
35,64
35,264
35,57
35,299
35,489
35,735
35,303
35,186
35,602
35,678
35,304
35,769
35,517
35,313
36,36
36,37
36,38
36,40
36,43
36,46
36,525
36,13
36,582
36,23
36,817
36,479
36,690
36,818
36,820
36,602
36,800
36,821
36,410
36,266
36,337
36,638
36,122
36,921
36,414
36,1126
36,1201
36,407
36,1409
36,335
36,805
36,1134
36,308
36,447
36,915
36,416
36,2074
36,981
36,653
36,409
36,576
36,2075
36,126
36,1412
36,934
36,236
36,1964
36,842
37,37
37,35
37,36
37,27
37,12
37,40
37,41
37,43
37,180
37,21
37,14
37,104
37,5
37,54
37,81
37,13
37,4
37,6
37,23
37,821
37,505
37,205
37,337
37,122
37,755
37,266
38,38
38,31
38,34
38,35
38,36
38,12
38,29
38,40
38,41
38,43
38,107
38,108
38,78
38,14
38,4
38,110
38,111
38,54
38,24
38,212
38,81
38,180
38,223
38,238
38,104
38,5
38,410
38,122
38,20
38,449
38,453
38,638
38,266
38,525
38,142
38,264
38,57
38,70
38,647
38,735
38,259
38,197
38,489
38,226
38,136
38,74
38,313
38,602
38,441
38,73
38,272
38,341
38,337
38,13
38,23
38,56
38,539
38,144
38,25
38,801
38,137
38,769
38,336
38,6
38,190
38,829
38,678
38,491
38,203
39,39
39,44
39,45
39,1729
39,1777
39,2266
40,40
40,35
40,36
40,12
40,37
40,29
40,38
40,41
40,43
40,126
40,98
40,26
40,4
40,196
40,122
40,341
40,13
40,93
40,47
40,5
40,16
40,525
40,638
40,266
40,223
40,64
40,678
40,434
40,337
40,846
40,23
40,216
40,174
40,94
40,92
40,95
40,1134
40,1054
40,449
40,769
40,410
40,1126
40,203
40,211
40,690
40,175
40,602
41,41
41,31
41,34
41,35
41,12
41,37
41,29
41,38
41,40
41,43
41,49
41,107
41,108
41,78
41,14
41,4
41,110
41,111
41,54
41,24
41,81
41,180
41,104
41,5
41,369
41,196
41,267
41,372
41,51
41,23
41,56
41,122
41,336
41,6
41,226
41,74
41,121
41,453
41,20
41,57
41,73
41,70
41,539
41,85
41,25
41,102
41,272
41,13
41,341
41,142
41,136
41,264
41,525
41,137
41,197
41,647
41,337
41,266
41,77
41,386
41,489
41,223
41,313
41,190
41,210
41,89
41,755
41,735
41,463
41,769
41,238
42,42
42,108
43,43
43,34
43,35
43,36
43,12
43,37
43,29
43,38
43,40
43,41
43,46
43,122
43,13
43,126
43,335
43,336
43,48
43,4
43,20
43,266
43,337
43,347
43,108
43,447
43,448
43,89
43,23
43,203
43,449
43,416
43,410
43,817
43,690
43,818
43,820
43,602
43,800
43,821
43,576
43,246
43,341
43,638
43,521
43,369
43,129
43,180
43,187
43,755
43,267
43,805
43,1409
43,1126
43,409
43,525
43,414
43,415
43,729
43,407
43,1054
43,56
43,769
43,915
43,1134
43,374
44,44
44,39
44,1406
44,2106
44,1654
44,847
44,2345
44,1917
44,1077
45,45
45,39
45,1729
45,2114
45,727
45,1242
45,1763
46,46
46,35
46,36
46,29
46,43
46,54
46,4
46,58
46,226
46,272
46,602
46,915
46,414
46,209
46,243
46,336
46,196
46,205
46,15
46,104
46,413
46,340
46,25
46,312
46,325
46,299
46,337
46,190
46,13
46,579
46,472
46,1143
46,753
46,23
47,47
47,27
47,16
47,12
47,49
47,19
47,50
47,52
47,53
47,64
47,54
47,89
47,93
47,94
47,85
47,4
47,29
47,98
47,5
47,14
47,26
47,114
47,20
47,35
47,281
47,223
47,200
47,301
47,303
47,216
47,31
47,352
47,196
47,354
47,121
47,104
47,142
47,78
47,40
47,341
47,292
47,556
47,463
47,435
47,382
47,187
47,102
48,48
48,183
48,43
48,266
48,337
48,846
48,729
48,108
48,902
49,49
49,47
49,27
49,16
49,12
49,19
49,50
49,51
49,52
49,53
49,108
49,41
49,360
49,372
49,374
49,477
49,114
49,469
49,303
49,200
49,224
49,361
49,180
49,510
49,385
49,128
49,421
49,248
49,337
49,34
49,301
49,302
49,1140
49,936
49,369
50,50
50,47
50,27
50,16
50,12
50,49
50,19
50,52
50,53
50,65
50,596
50,699
50,436
50,701
50,130
50,237
50,224
50,98
50,200
50,786
50,390
50,835
50,114
50,128
50,936
50,541
50,303
50,360
50,248
50,1180
50,301
50,292
50,882
50,361
50,421
50,281
50,435
50,556
50,354
50,462
50,187
50,501
50,121
50,1215
50,425
50,394
50,762
51,51
51,49
51,372
51,108
51,374
51,41
51,267
51,821
51,385
51,122
51,180
51,26
51,361
51,360
51,337
51,510
51,24
51,369
51,302
51,414
51,759
51,381
52,52
52,47
52,27
52,49
52,19
52,50
52,53
52,421
52,200
52,423
52,425
52,353
52,237
52,292
52,701
52,435
52,114
52,303
52,501
52,436
52,596
52,301
52,791
52,699
52,882
52,989
52,65
52,354
52,936
53,53
53,47
53,27
53,16
53,12
53,49
53,19
53,50
53,52
53,64
53,114
53,20
53,281
53,314
53,224
53,421
53,432
53,469
53,29
53,301
53,762
53,302
53,303
53,98
53,435
53,701
53,200
53,18
53,1140
53,187
53,130
53,361
53,353
53,121
53,967
54,54
54,12
54,5
54,4
54,57
54,58
54,46
54,47
54,16
54,6
54,14
54,73
54,74
54,81
54,38
54,78
54,109
54,110
54,41
54,31
54,35
54,168
54,223
54,225
54,226
54,104
54,76
54,246
54,296
54,299
54,13
54,121
54,196
54,37
54,376
54,186
54,304
54,336
54,243
54,32
54,205
54,102
54,136
54,29
54,449
54,245
54,463
54,464
54,489
54,303
54,200
54,249
54,114
54,517
54,27
54,190
54,34
54,137
54,340
54,180
54,272
54,25
54,735
55,55
55,506
55,190
55,206
55,340
56,56
56,4
56,57
56,78
56,6
56,73
56,41
56,217
56,122
56,111
56,442
56,110
56,85
56,89
56,70
56,539
56,25
56,449
56,197
56,264
56,38
56,108
56,266
56,489
56,142
56,268
56,43
57,57
57,54
57,12
57,5
57,4
57,56
57,6
57,70
57,73
57,74
57,78
57,13
57,31
57,20
57,110
57,272
57,109
57,489
57,226
57,525
57,142
57,264
57,85
57,38
57,35
57,107
57,539
57,735
57,444
57,24
57,41
57,197
57,136
57,111
57,104
57,769
57,240
57,81
57,34
57,89
57,238
57,442
57,449
57,223
57,25
58,58
58,54
58,46
58,76
58,77
58,78
58,102
58,104
58,168
58,31
58,299
58,35
58,14
58,196
58,579
58,186
58,249
58,464
58,32
58,303
58,623
58,304
58,650
58,245
59,59
59,748
59,757
60,60
60,224
60,246
60,26
60,836
60,413
61,61
61,4
61,14
61,25
61,304
61,77
61,31
61,627
62,62
62,631
63,63
63,1433
63,2127
63,450
64,64
64,47
64,16
64,53
64,5
64,12
64,19
64,29
64,31
64,24
64,281
64,98
64,34
64,35
64,27
64,301
64,40
64,303
64,209
64,137
64,20
64,967
64,361
64,264
64,353
64,556
65,65
65,50
65,969
65,673
65,130
65,501
65,52
65,1525
65,514
65,471
65,781
65,1983
66,66
66,674
66,2306
66,601
66,1925
67,67
67,2315
67,534
68,68
68,177
68,174
68,849
69,69
69,1974
69,444
69,1340
69,927
69,681
70,70
70,6
70,71
70,73
70,57
70,74
70,189
70,259
70,264
70,238
70,85
70,121
70,142
70,539
70,20
70,489
70,525
70,647
70,38
70,217
70,56
70,442
70,25
70,41
70,809
70,449
70,110
70,769
70,81
70,111
70,444
70,13
70,24
70,1115
70,295
70,676
70,669
70,668
70,107
70,1301
71,71
71,70
71,264
71,259
71,197
71,489
71,240
71,313
71,733
71,539
71,554
71,672
71,295
72,72
72,539
72,1510
72,1435
73,73
73,54
73,6
73,70
73,12
73,57
73,74
73,78
73,56
73,111
73,442
73,4
73,110
73,107
73,489
73,525
73,341
73,104
73,5
73,13
73,26
73,361
73,24
73,41
73,223
73,735
73,769
73,216
73,327
73,347
73,38
73,153
73,264
73,94
73,126
73,144
73,449
73,152
73,89
73,25
73,197
73,34
73,21
73,32
74,74
74,54
74,6
74,70
74,14
74,12
74,73
74,57
74,149
74,13
74,20
74,110
74,272
74,4
74,35
74,266
74,337
74,226
74,109
74,489
74,78
74,136
74,121
74,41
74,38
74,142
74,140
74,223
74,216
74,217
74,111
74,104
74,89
74,108
74,442
74,197
74,539
74,264
74,210
74,444
74,268
74,102
74,85
74,621
74,267
74,463
75,75
75,410
75,369
75,263
75,805
75,729
76,76
76,77
76,58
76,296
76,54
76,104
76,31
76,13
76,348
76,136
76,376
76,205
76,511
76,560
76,168
76,113
76,664
76,186
76,322
76,121
76,226
76,14
76,109
76,623
76,253
76,464
76,343
76,272
76,378
76,517
77,77
77,76
77,4
77,78
77,58
77,102
77,104
77,245
77,12
77,249
77,35
77,303
77,5
77,200
77,560
77,168
77,109
77,299
77,296
77,29
77,196
77,14
77,32
77,464
77,136
77,61
77,376
77,31
77,304
77,13
77,41
77,344
77,6
77,364
77,519
77,81
77,186
77,205
77,650
77,516
77,317
78,78
78,4
78,77
78,58
78,38
78,108
78,14
78,110
78,41
78,31
78,54
78,35
78,6
78,57
78,73
78,56
78,303
78,246
78,34
78,200
78,25
78,114
78,186
78,47
78,29
78,226
78,74
78,104
78,81
78,243
78,136
78,85
78,336
78,525
78,20
78,102
78,32
78,26
78,338
78,94
78,187
78,304
78,769
78,245
78,121
78,180
78,13
78,142
78,89
78,196
78,463
78,24
78,442
78,341
79,79
79,82
79,21
80,80
80,622
81,81
81,54
81,4
81,5
81,38
81,97
81,24
81,41
81,212
81,14
81,180
81,35
81,225
81,226
81,463
81,464
81,37
81,78
81,104
81,136
81,336
81,12
81,296
81,29
81,34
81,13
81,6
81,186
81,31
81,137
81,264
81,246
81,190
81,25
81,340
81,121
81,70
81,57
81,77
81,9
81,313
81,205
81,378
81,453
81,539
81,272
81,517
81,343
82,82
82,79
82,1333
82,785
83,83
83,1162
83,529
84,84
84,1028
84,375
84,878
84,253
84,1210
84,379
84,251
85,85
85,4
85,88
85,89
85,93
85,94
85,47
85,29
85,98
85,70
85,104
85,56
85,78
85,14
85,142
85,57
85,26
85,341
85,352
85,32
85,25
85,41
85,223
85,34
85,735
85,621
85,266
85,216
85,74
85,337
86,86
86,196
87,87
88,88
88,89
88,93
88,85
88,98
88,286
88,223
88,289
88,584
88,621
88,121
88,468
88,302
88,361
88,158
88,333
88,147
88,352
88,1309
88,959
88,296
88,1235
88,115
88,208
88,140
88,849
88,634
88,112
89,89
89,88
89,93
89,94
89,85
89,47
89,4
89,29
89,98
89,26
89,266
89,107
89,12
89,267
89,20
89,327
89,122
89,347
89,43
89,108
89,35
89,195
89,196
89,104
89,236
89,361
89,286
89,584
89,223
89,56
89,302
89,208
89,144
89,352
89,174
89,216
89,463
89,337
89,57
89,74
89,769
89,126
89,525
89,25
89,73
89,78
89,416
89,41
89,34
89,147
89,291
89,414
89,735
89,602
90,90
90,228
90,1543
91,91
91,196
91,517
91,1222
91,487
92,92
92,93
92,94
92,95
92,98
92,26
92,174
92,40
92,234
92,341
92,1083
92,175
92,195
93,93
93,88
93,89
93,92
93,94
93,85
93,47
93,95
93,4
93,29
93,98
93,158
93,26
93,12
93,172
93,153
93,174
93,175
93,176
93,290
93,350
93,352
93,196
93,488
93,40
93,195
93,126
93,341
93,216
93,223
93,16
93,463
93,208
93,243
93,610
93,302
93,289
93,20
93,286
93,104
93,31
93,735
93,147
93,234
93,846
93,361
93,974
93,368
93,291
93,620
93,1083
93,211
93,900
93,849
93,621
93,866
94,94
94,89
94,92
94,93
94,85
94,47
94,95
94,4
94,29
94,98
94,290
94,153
94,158
94,352
94,196
94,26
94,104
94,12
94,35
94,14
94,584
94,341
94,243
94,78
94,136
94,174
94,216
94,463
94,20
94,40
94,73
94,769
94,200
94,147
94,211
94,195
94,172
94,291
94,900
94,208
94,175
94,678
94,286
95,95
95,92
95,93
95,94
95,98
95,174
95,40
95,26
95,234
95,126
95,147
95,341
95,172
95,236
95,1392
95,916
95,1159
95,175
95,866
95,587
95,208
95,1854
95,2050
95,195
95,1508
95,974
96,96
96,533
97,97
97,4
97,81
98,98
98,88
98,89
98,92
98,93
98,94
98,85
98,47
98,95
98,4
98,29
98,26
98,20
98,136
98,137
98,12
98,40
98,195
98,196
98,354
98,104
98,488
98,22
98,208
98,16
98,64
98,243
98,463
98,352
98,541
98,223
98,341
98,302
98,174
98,147
98,50
98,735
98,836
98,310
98,53
98,158
98,584
98,421
98,333
98,361
98,224
98,114
98,849
98,200
98,172
98,1309
98,1083
98,112
98,866
98,175
99,99
100,100
101,101
101,650
101,249
101,1850
102,102
102,77
102,104
102,58
102,21
102,14
102,12
102,54
102,168
102,78
102,32
102,29
102,41
102,205
102,303
102,245
102,47
102,299
102,180
102,6
102,968
102,364
102,31
102,27
102,249
102,149
102,170
102,200
102,74
102,481
102,121
102,689
103,103
103,2380
104,104
104,77
104,102
104,58
104,137
104,136
104,205
104,114
104,35
104,32
104,20
104,216
104,14
104,54
104,5
104,12
104,223
104,34
104,38
104,85
104,76
104,246
104,296
104,31
104,299
104,13
104,107
104,196
104,26
104,37
104,94
104,41
104,98
104,121
104,142
104,47
104,29
104,361
104,89
104,245
104,78
104,81
104,243
104,336
104,73
104,525
104,579
104,352
104,200
104,303
104,341
104,621
104,272
104,226
104,57
104,93
104,25
104,108
104,180
104,442
104,190
104,27
104,74
104,6
104,517
104,186
104,46
104,109
104,340
104,115
105,105
105,680
105,1115
106,106
107,107
107,38
107,4
107,110
107,111
107,41
107,89
107,104
107,122
107,13
107,73
107,442
107,444
107,347
107,449
107,57
107,142
107,6
107,489
107,197
107,226
107,136
107,735
107,223
107,217
107,70
107,216
107,539
107,34
107,264
108,108
108,49
108,38
108,78
108,14
108,4
108,41
108,35
108,372
108,51
108,374
108,347
108,43
108,447
108,89
108,25
108,104
108,34
108,20
108,266
108,337
108,56
108,180
108,74
108,210
108,122
108,755
108,341
108,48
108,267
108,386
108,621
108,414
108,369
108,42
108,521
109,109
109,14
109,54
109,74
109,57
109,77
109,249
109,299
109,296
109,6
109,348
109,519
109,121
109,142
109,76
109,104
109,376
109,272
110,110
110,107
110,38
110,78
110,4
110,111
110,12
110,41
110,54
110,13
110,74
110,57
110,73
110,440
110,442
110,56
110,444
110,525
110,217
110,240
110,672
110,449
110,505
110,769
110,142
110,264
110,6
110,263
110,539
110,489
110,226
110,5
110,70
110,1
110,223
110,1301
110,24
110,554
110,197
110,829
110,238
111,111
111,107
111,38
111,4
111,110
111,41
111,73
111,56
111,525
111,347
111,527
111,217
111,264
111,223
111,197
111,489
111,57
111,6
111,74
111,13
111,449
111,769
111,216
111,361
111,70
111,327
111,176
111,505
111,975
111,181
112,112
112,174
112,98
112,88
113,113
113,115
113,120
113,121
113,76
113,660
113,501
113,661
113,322
113,300
113,522
113,272
113,296
113,715
113,326
113,1367
113,2150
114,114
114,27
114,14
114,121
114,12
114,186
114,187
114,137
114,104
114,205
114,35
114,47
114,20
114,53
114,281
114,200
114,301
114,302
114,18
114,303
114,4
114,34
114,5
114,78
114,224
114,19
114,16
114,421
114,340
114,24
114,29
114,360
114,49
114,54
114,435
114,501
114,31
114,762
114,791
114,50
114,382
114,354
114,98
114,130
114,361
114,52
114,196
115,115
115,113
115,121
115,31
115,340
115,299
115,104
115,140
115,522
115,272
115,621
115,88
115,300
115,472
115,210
115,456
115,630
116,116
116,773
116,1701
116,156
117,117
118,118
119,119
120,120
120,113
120,121
120,501
120,1234
121,121
121,113
121,27
121,114
121,115
121,14
121,120
121,12
121,31
121,54
121,326
121,104
121,140
121,142
121,47
121,70
121,501
121,200
121,74
121,41
121,621
121,88
121,109
121,136
121,81
121,322
121,296
121,76
121,210
121,272
121,78
121,623
121,6
121,361
121,205
121,102
121,53
121,50
121,300
121,1291
122,122
122,13
122,43
122,125
122,126
122,35
122,267
122,4
122,341
122,40
122,180
122,304
122,381
122,369
122,89
122,107
122,408
122,41
122,410
122,23
122,56
122,38
122,20
122,449
122,34
122,203
122,521
122,729
122,335
122,414
122,347
122,416
122,602
122,755
122,986
122,51
122,821
122,37
122,108
122,266
122,1054
122,525
122,386
122,448
122,36
122,447
122,1126
122,690
122,1409
122,638
122,1134
123,123
123,125
123,570
124,124
124,901
125,125
125,122
125,123
125,570
126,126
126,122
126,43
126,40
126,26
126,352
126,93
126,341
126,266
126,337
126,172
126,208
126,916
126,23
126,175
126,846
126,73
126,525
126,216
126,89
126,95
126,410
126,416
126,1134
126,1054
126,347
126,327
126,828
126,153
126,602
126,729
126,36
127,127
128,128
128,50
128,936
128,359
128,510
128,49
128,361
128,347
128,360
128,1669
128,821
129,129
129,904
129,43
129,505
129,689
129,795
130,130
130,353
130,16
130,50
130,701
130,237
130,224
130,187
130,303
130,200
130,421
130,53
130,114
130,65
130,556
130,596
130,354
130,1525
130,593
130,301
130,541
130,425
131,131
131,891
131,1487
131,1579
131,1765
131,514
131,2034
131,423
131,882
131,1193
131,789
132,132
132,253
132,453
132,322
132,658
132,660
132,226
132,186
132,608
132,1384
132,166
132,378
132,336
132,24
132,530
132,460
132,702
132,664
132,313
132,343
132,567
133,133
133,2111
133,1564
133,2310
133,670
134,134
134,1298
134,1289
135,135
135,142
135,328
135,652
135,152
135,327
135,146
135,153
135,1989
135,549
136,136
136,26
136,20
136,137
136,12
136,142
136,98
136,104
136,205
136,35
136,76
136,348
136,54
136,14
136,29
136,31
136,493
136,74
136,463
136,78
136,81
136,34
136,226
136,5
136,4
136,13
136,489
136,107
136,38
136,57
136,223
136,6
136,352
136,121
136,41
136,190
136,94
136,77
136,735
136,517
136,196
136,216
136,769
136,25
136,272
137,137
137,26
137,20
137,136
137,12
137,144
137,98
137,5
137,14
137,27
137,114
137,104
137,205
137,209
137,211
137,35
137,472
137,223
137,579
137,54
137,226
137,4
137,632
137,463
137,735
137,31
137,41
137,81
137,264
137,64
137,196
137,678
137,190
137,25
137,38
137,449
137,246
138,138
138,348
138,517
138,493
139,139
139,147
139,152
139,633
140,140
140,121
140,468
140,74
140,115
140,352
140,210
140,621
140,88
141,141
142,142
142,20
142,136
142,121
142,104
142,47
142,70
142,525
142,85
142,57
142,38
142,107
142,6
142,792
142,489
142,74
142,109
142,41
142,110
142,217
142,783
142,223
142,216
142,652
142,327
142,361
142,149
142,268
142,78
142,56
142,442
142,1455
142,181
142,621
142,32
142,135
142,1539
143,143
143,190
143,692
143,230
143,206
143,209
143,1815
143,261
143,734
144,144
144,137
144,89
144,5
144,347
144,769
144,449
144,73
144,38
144,410
144,264
145,145
146,146
146,148
146,152
146,153
146,215
146,216
146,220
146,2076
146,135
146,161
146,1256
147,147
147,152
147,153
147,98
147,223
147,302
147,341
147,26
147,93
147,234
147,174
147,352
147,584
147,836
147,488
147,368
147,94
147,95
147,468
147,208
147,88
147,621
147,813
147,89
147,1507
147,236
147,906
147,333
147,172
147,139
147,849
148,148
148,146
148,368
148,813
148,176
148,165
148,1222
148,1145
148,1244
149,149
149,74
149,500
149,142
149,102
149,505
149,904
149,689
149,594
150,150
150,152
150,153
150,368
150,216
150,327
150,347
150,832
150,1574
150,236
150,828
150,215
150,652
150,930
150,1937
150,1256
150,1007
150,831
151,151
151,23
152,152
152,146
152,147
152,150
152,153
152,585
152,176
152,73
152,216
152,812
152,236
152,368
152,217
152,846
152,220
152,211
152,139
152,135
152,930
152,684
152,161
153,153
153,146
153,147
153,150
153,152
153,174
153,175
153,176
153,93
153,213
153,215
153,216
153,217
153,220
153,94
153,352
153,196
153,26
153,327
153,505
153,73
153,211
153,585
153,652
153,368
153,525
153,792
153,454
