id,L
1999,L1999i
2000,L2000i
2001,L2001i
2002,L2002i
2003,L2003i
2004,L2004i
2005,L2005i
2006,L2006i
2007,L2007i
2008,L2008i
2009,L2009i
2010,L2010i
2011,L2011i
2012,L2012i
2013,L2013i
2014,L2014i
2015,L2015i
2016,L2016i
2017,L2017i
2018,L2018i
2019,L2019i
2020,L2020i
2021,L2021i
2022,L2022i
2023,L2023i
2024,L2024i
2025,L2025i
2026,L2026i
2027,L2027i
2028,L2028i
2029,L2029i
2030,L2030i
2031,L2031i
2032,L2032i
2033,L2033i
2034,L2034i
2035,L2035i
2036,L2036i
2037,L2037i
2038,L2038i
2039,L2039i
2040,L2040i
2041,L2041i
2042,L2042i
2043,L2043i
2044,L2044i
2045,L2045i
2046,L2046i
2047,L2047i
2048,L2048i
2049,L2049i
2050,L2050i
2051,L2051i
2052,L2052i
2053,L2053i
2054,L2054i
2055,L2055i
2056,L2056i
2057,L2057i
2058,L2058i
2059,L2059i
2060,L2060i
2061,L2061i
2062,L2062i
2063,L2063i
2064,L2064i
2065,L2065i
2066,L2066i
2067,L2067i
2068,L2068i
2069,L2069i
2070,L2070i
2071,L2071i
2072,L2072i
2073,L2073i
2074,L2074i
2075,L2075i
2076,L2076i
2077,L2077i
2078,L2078i
2079,L2079i
2080,L2080i
2081,L2081i
2082,L2082i
2083,L2083i
2084,L2084i
2085,L2085i
2086,L2086i
2087,L2087i
2088,L2088i
2089,L2089i
2090,L2090i
2091,L2091i
2092,L2092i
2093,L2093i
2094,L2094i
2095,L2095i
2096,L2096i
2097,L2097i
2098,L2098i
2099,L2099i
2100,L2100i
2101,L2101i
2102,L2102i
2103,L2103i
2104,L2104i
2105,L2105i
2106,L2106i
2107,L2107i
2108,L2108i
2109,L2109i
2110,L2110i
2111,L2111i
2112,L2112i
2113,L2113i
2114,L2114i
2115,L2115i
2116,L2116i
2117,L2117i
2118,L2118i
2119,L2119i
2120,L2120i
2121,L2121i
2122,L2122i
2123,L2123i
2124,L2124i
2125,L2125i
2126,L2126i
2127,L2127i
2128,L2128i
2129,L2129i
2130,L2130i
2131,L2131i
2132,L2132i
2133,L2133i
2134,L2134i
2135,L2135i
2136,L2136i
2137,L2137i
2138,L2138i
2139,L2139i
2140,L2140i
2141,L2141i
2142,L2142i
2143,L2143i
2144,L2144i
2145,L2145i
2146,L2146i
2147,L2147i
2148,L2148i
2149,L2149i
2150,L2150i
2151,L2151i
2152,L2152i
2153,L2153i
2154,L2154i
2155,L2155i
2156,L2156i
2157,L2157i
2158,L2158i
2159,L2159i
2160,L2160i
2161,L2161i
2162,L2162i
2163,L2163i
2164,L2164i
2165,L2165i
2166,L2166i
2167,L2167i
2168,L2168i
2169,L2169i
2170,L2170i
2171,L2171i
2172,L2172i
2173,L2173i
2174,L2174i
2175,L2175i
2176,L2176i
2177,L2177i
2178,L2178i
2179,L2179i
2180,L2180i
2181,L2181i
2182,L2182i
2183,L2183i
2184,L2184i
2185,L2185i
2186,L2186i
2187,L2187i
2188,L2188i
2189,L2189i
2190,L2190i
2191,L2191i
2192,L2192i
2193,L2193i
2194,L2194i
2195,L2195i
2196,L2196i
2197,L2197i
2198,L2198i
2199,L2199i
2200,L2200i
2201,L2201i
2202,L2202i
2203,L2203i
2204,L2204i
2205,L2205i
2206,L2206i
2207,L2207i
2208,L2208i
2209,L2209i
2210,L2210i
2211,L2211i
2212,L2212i
2213,L2213i
2214,L2214i
2215,L2215i
2216,L2216i
2217,L2217i
2218,L2218i
2219,L2219i
2220,L2220i
2221,L2221i
2222,L2222i
2223,L2223i
2224,L2224i
2225,L2225i
2226,L2226i
2227,L2227i
2228,L2228i
2229,L2229i
2230,L2230i
2231,L2231i
2232,L2232i
2233,L2233i
2234,L2234i
2235,L2235i
2236,L2236i
2237,L2237i
2238,L2238i
2239,L2239i
2240,L2240i
2241,L2241i
2242,L2242i
2243,L2243i
2244,L2244i
2245,L2245i
2246,L2246i
2247,L2247i
2248,L2248i
2249,L2249i
2250,L2250i
2251,L2251i
2252,L2252i
2253,L2253i
2254,L2254i
2255,L2255i
2256,L2256i
2257,L2257i
2258,L2258i
2259,L2259i
2260,L2260i
2261,L2261i
2262,L2262i
2263,L2263i
2264,L2264i
2265,L2265i
2266,L2266i
2267,L2267i
2268,L2268i
2269,L2269i
2270,L2270i
2271,L2271i
2272,L2272i
2273,L2273i
2274,L2274i
2275,L2275i
2276,L2276i
2277,L2277i
2278,L2278i
2279,L2279i
2280,L2280i
2281,L2281i
2282,L2282i
2283,L2283i
2284,L2284i
2285,L2285i
2286,L2286i
2287,L2287i
2288,L2288i
2289,L2289i
2290,L2290i
2291,L2291i
2292,L2292i
2293,L2293i
2294,L2294i
2295,L2295i
2296,L2296i
2297,L2297i
2298,L2298i
2299,L2299i
2300,L2300i
2301,L2301i
2302,L2302i
2303,L2303i
2304,L2304i
2305,L2305i
2306,L2306i
2307,L2307i
2308,L2308i
2309,L2309i
2310,L2310i
2311,L2311i
2312,L2312i
2313,L2313i
2314,L2314i
2315,L2315i
2316,L2316i
2317,L2317i
2318,L2318i
2319,L2319i
2320,L2320i
2321,L2321i
2322,L2322i
2323,L2323i
2324,L2324i
2325,L2325i
2326,L2326i
2327,L2327i
2328,L2328i
2329,L2329i
2330,L2330i
2331,L2331i
2332,L2332i
2333,L2333i
2334,L2334i
2335,L2335i
2336,L2336i
2337,L2337i
2338,L2338i
2339,L2339i
2340,L2340i
2341,L2341i
2342,L2342i
2343,L2343i
2344,L2344i
2345,L2345i
2346,L2346i
2347,L2347i
2348,L2348i
2349,L2349i
2350,L2350i
2351,L2351i
2352,L2352i
2353,L2353i
2354,L2354i
2355,L2355i
2356,L2356i
2357,L2357i
2358,L2358i
2359,L2359i
2360,L2360i
2361,L2361i
2362,L2362i
2363,L2363i
2364,L2364i
2365,L2365i
2366,L2366i
2367,L2367i
2368,L2368i
2369,L2369i
2370,L2370i
2371,L2371i
2372,L2372i
2373,L2373i
2374,L2374i
2375,L2375i
2376,L2376i
2377,L2377i
2378,L2378i
2379,L2379i
2380,L2380i
2381,L2381i
2382,L2382i
2383,L2383i
2384,L2384i
2385,L2385i
2386,L2386i
2387,L2387i
2388,L2388i
2389,L2389i
2390,L2390i
2391,L2391i
2392,L2392i
2393,L2393i
2394,L2394i
2395,L2395i
2396,L2396i
2397,L2397i
2398,L2398i
2399,L2399i
2400,L2400i
