R,indian
302,7
303,7
304,7
305,4
306,3
307,7
308,2
309,4
310,7
311,7
312,3
313,3
314,7
315,4
316,3
317,7
318,1
319,2
320,7
321,3
322,4
323,2
324,3
325,3
326,7
327,2
328,2
329,4
330,4
331,7
332,7
333,3
334,2
335,2
336,2
337,2
338,7
339,7
340,3
341,2
342,2
343,7
344,3
345,7
346,4
347,2
348,7
349,2
350,4
351,4
352,3
353,3
354,3
355,4
356,2
357,4
358,4
359,7
360,7
361,7
362,4
363,4
364,3
365,4
366,7
367,2
368,3
369,2
370,2
371,7
372,2
373,2
374,2
375,4
376,3
377,4
378,3
379,4
380,4
381,2
382,7
383,4
384,7
385,2
386,2
387,7
388,4
389,2
390,3
391,7
392,4
393,4
394,4
395,4
396,7
397,7
398,7
399,7
400,3
401,3
402,2
403,4
404,4
405,3
406,3
407,2
408,2
409,2
410,2
411,7
412,7
413,2
414,2
415,2
416,2
417,4
418,4
419,7
420,4
421,3
422,7
423,3
424,4
425,4
426,2
427,7
428,7
429,4
430,7
431,4
432,3
433,3
434,7
435,7
436,3
437,4
438,4
439,4
440,7
441,3
442,7
443,4
444,4
445,7
446,3
447,2
448,2
449,2
450,4
451,7
452,7
453,7
454,7
455,3
456,7
457,2
458,2
459,3
460,4
461,4
462,7
463,7
464,3
465,4
466,2
467,7
468,7
469,2
470,7
471,7
472,7
473,2
474,7
475,7
476,3
477,2
478,7
479,2
480,4
481,3
482,7
483,7
484,3
485,3
486,4
487,7
488,4
489,3
490,7
491,3
492,7
493,3
494,3
495,7
496,2
497,4
498,3
499,4
500,2
501,3
502,3
503,4
504,7
505,7
506,7
507,7
508,2
509,4
510,3
511,4
512,4
513,3
514,4
515,4
516,3
517,7
518,7
519,3
520,4
521,2
522,4
523,3
524,4
525,2
526,4
527,7
528,3
529,4
530,4
531,4
532,4
533,4
534,4
535,4
536,2
537,4
538,4
539,3
540,7
541,3
542,7
543,7
544,2
545,2
546,7
547,2
548,2
549,4
550,4
551,3
552,2
553,7
554,4
555,4
556,4
557,3
558,7
559,4
560,3
561,4
562,2
563,2
564,4
565,4
566,4
567,4
568,2
569,2
570,2
571,4
572,4
573,4
574,4
575,4
576,2
577,4
578,4
579,3
580,4
581,2
582,2
583,2
584,3
585,7
586,7
587,4
588,4
589,2
590,2
591,2
592,4
593,4
594,2
595,7
596,3
597,7
598,3
599,4
600,4
601,4
602,2
603,2
604,4
605,7
606,4
607,4
608,3
609,2
610,7
611,7
612,4
613,4
614,3
615,4
616,4
617,4
618,4
619,3
620,3
621,2
622,7
623,3
624,7
625,3
626,4
627,2
628,2
629,4
630,2
631,4
632,7
633,7
634,4
635,7
636,4
637,4
638,2
639,2
640,7
641,4
642,4
643,4
644,4
645,7
646,7
647,4
648,4
649,4
650,4
651,4
652,2
653,2
654,3
655,4
656,7
657,3
658,4
659,4
660,7
661,3
662,4
663,4
664,3
665,7
666,4
667,4
668,4
669,4
670,4
671,4
672,3
673,2
674,2
675,7
676,7
677,7
678,7
679,2
680,3
681,3
682,4
683,4
684,7
685,4
686,4
687,4
688,4
689,3
690,2
691,7
692,2
693,4
694,7
695,4
696,4
697,2
698,4
699,4
700,3
701,3
702,3
703,2
704,4
705,4
706,7
707,4
708,4
709,2
710,4
711,4
712,3
713,7
714,4
715,3
716,4
717,4
718,4
719,4
720,2
721,2
722,4
723,4
724,4
725,2
726,2
727,2
728,2
729,2
730,2
731,4
732,2
733,4
734,7
735,7
736,4
737,2
738,2
739,3
740,4
741,3
742,4
743,4
744,4
745,4
746,7
747,4
748,4
749,4
750,4
751,4
752,4
753,4
754,2
755,2
756,7
757,4
758,4
759,2
760,2
761,3
762,3
763,7
764,4
765,2
766,3
767,2
768,7
769,2
770,2
771,3
772,4
773,4
774,7
775,3
776,4
777,4
778,4
779,4
780,7
781,2
782,4
783,4
784,7
785,4
786,4
787,4
788,4
789,4
790,4
791,7
792,2
793,4
794,2
795,7
796,3
797,2
798,7
799,2
800,2
801,7
802,7
803,2
804,2
805,2
806,4
807,4
808,7
809,4
810,4
811,7
812,7
813,4
814,4
815,2
816,7
817,2
818,2
819,2
820,2
821,2
822,2
823,4
824,4
825,3
826,4
827,4
828,2
829,3
830,4
831,2
832,2
833,3
834,2
835,4
836,3
837,4
838,7
839,4
840,2
841,2
842,2
843,4
844,7
845,4
846,7
847,7
848,4
849,4
850,7
851,4
852,2
853,2
854,2
855,7
856,4
857,2
858,4
859,3
860,4
861,7
862,4
863,4
864,2
865,2
866,3
867,4
868,3
869,4
870,4
871,7
872,4
873,4
874,2
875,4
876,4
877,2
878,4
879,4
880,7
881,3
882,3
883,4
884,3
885,4
886,4
887,4
888,4
889,7
890,3
891,4
892,4
893,2
894,4
895,4
896,7
897,4
898,3
899,2
900,3
901,2
902,2
903,2
904,2
905,2
906,3
907,2
908,2
909,4
910,7
911,2
912,3
913,4
914,4
915,2
916,3
917,4
918,2
919,4
920,4
921,2
922,2
923,2
924,4
925,7
926,7
927,4
928,4
929,3
930,7
931,4
932,4
933,2
934,2
935,3
936,3
937,4
938,4
939,4
940,7
941,7
942,4
943,7
944,3
945,3
946,4
947,2
948,7
949,4
950,4
951,4
952,7
953,2
954,4
955,3
956,2
957,2
958,7
959,4
960,3
961,3
962,3
963,2
964,4
965,7
966,2
967,3
968,3
969,2
970,3
971,2
972,4
973,3
974,2
975,3
976,4
977,4
978,7
979,4
980,4
981,2
982,4
983,3
984,2
985,4
986,2
987,7
988,2
989,3
990,2
991,4
992,7
993,4
994,4
995,4
996,4
997,7
998,3
999,4
1000,7
1001,7
1002,7
1003,4
1004,4
1005,7
1006,2
1007,2
1008,2
1009,4
1010,4
1011,2
1012,7
1013,4
1014,2
1015,7
1016,4
1017,7
1018,2
1019,4
1020,4
1021,3
1022,2
1023,7
1024,4
1025,4
1026,7
1027,7
1028,4
1029,7
1030,3
1031,4
1032,4
1033,4
1034,4
1035,4
1036,4
1037,3
1038,4
1039,4
1040,4
1041,3
1042,2
1043,3
1044,4
1045,3
1046,4
1047,4
1048,4
1049,4
1050,4
1051,7
1052,4
1053,2
1054,2
1055,4
1056,2
1057,4
1058,7
1059,4
1060,4
1061,7
1062,4
1063,7
1064,3
1065,4
1066,4
1067,7
1068,4
1069,4
1070,4
1071,7
1072,4
1073,4
1074,3
1075,4
1076,2
1077,7
1078,3
1079,7
1080,2
1081,2
1082,2
1083,4
1084,2
1085,4
1086,3
1087,7
1088,7
1089,7
1090,4
1091,7
1092,4
1093,2
1094,4
1095,4
1096,3
1097,4
1098,7
1099,4
1100,3
1101,4
1102,4
1103,4
1104,3
1105,4
1106,7
1107,7
1108,2
1109,7
1110,2
1111,4
1112,2
1113,4
1114,7
1115,4
1116,4
1117,4
1118,4
1119,2
1120,2
1121,4
1122,7
1123,4
1124,7
1125,2
1126,2
1127,4
1128,4
1129,2
1130,7
1131,4
1132,4
1133,4
1134,2
1135,4
1136,4
1137,7
1138,7
1139,4
1140,3
1141,4
1142,2
1143,3
1144,4
1145,7
1146,2
1147,4
1148,4
1149,7
1150,2
1151,4
1152,2
1153,3
1154,7
1155,4
1156,4
1157,4
1158,7
1159,4
1160,2
1161,4
1162,4
1163,4
1164,4
1165,7
1166,4
1167,4
1168,2
1169,7
1170,4
1171,3
1172,4
1173,4
1174,2
1175,4
1176,4
1177,7
1178,4
1179,2
1180,7
1181,4
1182,4
1183,2
1184,2
1185,7
1186,7
1187,7
1188,2
1189,3
1190,2
1191,4
1192,2
1193,7
1194,4
1195,3
1196,4
1197,4
1198,4
1199,2
1200,2
1201,2
1202,4
1203,4
1204,2
1205,4
1206,2
1207,4
1208,4
1209,7
1210,4
1211,4
1212,3
1213,3
1214,7
1215,3
1216,4
1217,3
1218,4
1219,4
1220,2
1221,2
1222,2
1223,7
1224,2
1225,2
1226,4
1227,4
1228,4
1229,4
1230,4
1231,4
1232,4
1233,4
1234,3
1235,4
1236,4
1237,3
1238,4
1239,4
1240,2
1241,4
1242,2
1243,7
1244,4
1245,4
1246,7
1247,3
1248,2
1249,7
1250,7
1251,2
1252,4
1253,7
1254,4
1255,4
1256,4
1257,2
1258,4
1259,4
1260,7
1261,3
1262,4
1263,4
1264,7
1265,2
1266,2
1267,4
1268,4
1269,4
1270,3
1271,7
1272,4
1273,4
1274,4
1275,4
1276,7
1277,4
1278,7
1279,7
1280,4
1281,4
1282,4
1283,7
1284,2
1285,4
1286,7
1287,3
1288,7
1289,4
1290,3
1291,7
1292,4
1293,4
1294,4
1295,7
1296,4
1297,4
1298,4
1299,4
1300,4
1301,4
1302,2
1303,7
1304,3
1305,4
1306,3
1307,7
1308,4
1309,7
1310,2
1311,7
1312,7
1313,2
1314,4
1315,4
1316,4
1317,4
1318,2
1319,7
1320,2
1321,4
1322,4
1323,4
1324,2
1325,4
1326,4
1327,4
1328,3
1329,4
1330,3
1331,4
1332,7
1333,4
1334,4
1335,4
1336,7
1337,4
1338,3
1339,2
1340,2
1341,7
1342,4
1343,4
1344,4
1345,4
1346,4
1347,4
1348,4
1349,2
1350,7
1351,7
1352,4
1353,4
1354,2
1355,4
1356,7
1357,4
1358,7
1359,4
1360,7
1361,7
1362,2
1363,7
1364,2
1365,7
1366,4
1367,3
1368,4
1369,2
1370,4
1371,4
1372,4
1373,4
1374,4
1375,4
1376,7
1377,4
1378,4
1379,4
1380,7
1381,2
1382,7
1383,4
1384,4
1385,4
1386,2
1387,4
1388,4
1389,3
1390,2
1391,7
1392,4
1393,2
1394,4
1395,4
1396,7
1397,4
1398,7
1399,4
1400,2
1401,7
1402,4
1403,4
1404,2
1405,2
1406,4
1407,2
1408,4
1409,2
1410,2
1411,2
1412,2
1413,4
1414,4
1415,3
1416,4
1417,2
1418,4
1419,7
1420,2
1421,4
1422,7
1423,4
1424,7
1425,7
1426,4
1427,2
1428,2
1429,2
1430,4
1431,4
1432,2
1433,2
1434,2
1435,4
1436,4
1437,4
1438,2
1439,4
1440,2
1441,4
1442,4
1443,4
1444,4
1445,4
1446,2
1447,7
1448,2
1449,4
1450,7
1451,7
1452,4
1453,4
1454,4
1455,7
1456,4
1457,7
1458,4
1459,7
1460,2
1461,4
1462,4
1463,4
1464,4
1465,4
1466,7
1467,2
1468,2
1469,3
1470,4
1471,4
1472,4
1473,7
1474,4
1475,4
1476,4
1477,7
1478,4
1479,7
1480,7
1481,4
1482,2
1483,4
1484,4
1485,4
1486,2
1487,4
1488,4
1489,4
1490,4
1491,7
1492,4
1493,4
1494,4
1495,4
1496,4
1497,7
1498,4
1499,2
1500,3
1501,2
1502,7
1503,4
1504,4
1505,2
1506,2
1507,2
1508,4
1509,4
1510,7
1511,4
1512,4
1513,2
1514,4
1515,7
1516,4
1517,2
1518,4
1519,7
1520,7
1521,4
1522,4
1523,3
1524,4
1525,4
1526,7
1527,4
1528,2
1529,2
1530,4
1531,4
1532,4
1533,2
1534,2
1535,7
1536,2
1537,7
1538,7
1539,3
1540,7
1541,4
1542,4
1543,4
1544,7
1545,2
1546,3
1547,4
1548,4
1549,7
1550,2
1551,2
1552,4
1553,4
1554,4
1555,4
1556,4
1557,7
1558,4
1559,7
1560,2
1561,2
1562,4
1563,2
1564,4
1565,4
1566,2
1567,7
1568,7
1569,4
1570,2
1571,7
1572,2
1573,2
1574,4
1575,4
1576,2
1577,4
1578,7
1579,4
1580,4
1581,4
1582,4
1583,4
1584,4
1585,4
1586,2
1587,2
1588,4
1589,7
1590,4
1591,4
1592,2
1593,4
1594,4
1595,4
1596,4
1597,4
1598,2
1599,7
1600,4
1601,3
1602,2
1603,7
1604,4
1605,7
1606,2
1607,4
1608,4
1609,4
1610,7
1611,4
1612,3
1613,2
1614,2
1615,7
1616,7
1617,7
1618,2
1619,4
1620,3
1621,7
1622,7
1623,4
1624,3
1625,4
1626,4
1627,4
1628,7
1629,4
1630,4
1631,4
1632,4
1633,4
1634,3
1635,2
1636,7
1637,4
1638,4
1639,4
1640,4
1641,4
1642,4
1643,4
1644,4
1645,3
1646,4
1647,3
1648,4
1649,7
1650,4
1651,4
1652,4
1653,4
1654,7
1655,4
1656,4
1657,4
1658,2
1659,4
1660,4
1661,4
1662,4
1663,4
1664,3
1665,4
1666,4
1667,2
1668,7
1669,4
1670,7
1671,4
1672,2
1673,4
1674,4
1675,4
1676,2
1677,2
1678,4
1679,4
1680,4
1681,4
1682,2
1683,4
1684,4
1685,4
1686,4
1687,7
1688,4
1689,4
1690,4
1691,4
1692,7
1693,4
1694,2
1695,2
1696,2
1697,4
1698,7
1699,4
1700,4
1701,4
1702,4
1703,4
1704,7
1705,2
1706,4
1707,4
1708,4
1709,4
1710,2
1711,7
1712,4
1713,4
1714,4
1715,4
1716,4
1717,4
1718,7
1719,4
1720,4
1721,2
1722,4
1723,3
1724,3
1725,4
1726,7
1727,2
1728,7
1729,2
1730,4
1731,4
1732,4
1733,7
1734,4
1735,4
1736,4
1737,4
1738,4
1739,2
1740,7
1741,2
1742,4
1743,7
1744,7
1745,7
1746,4
1747,4
1748,7
1749,4
1750,4
1751,4
1752,4
1753,4
1754,4
1755,4
1756,4
1757,4
1758,4
1759,4
1760,7
1761,7
1762,7
1763,2
1764,7
1765,4
1766,4
1767,2
1768,4
1769,4
1770,4
1771,4
1772,4
1773,4
1774,4
1775,7
1776,4
1777,2
1778,7
1779,3
1780,4
1781,4
1782,2
1783,4
1784,4
1785,2
1786,4
1787,4
1788,4
1789,4
1790,4
1791,4
1792,4
1793,4
1794,4
1795,7
1796,2
1797,4
1798,4
1799,4
1800,4
1801,4
1802,7
1803,4
1804,2
1805,2
1806,2
1807,4
1808,4
1809,2
1810,4
1811,4
1812,4
1813,7
1814,4
1815,4
1816,2
1817,3
1818,4
1819,7
1820,4
1821,7
1822,4
1823,7
1824,7
1825,4
1826,4
1827,4
1828,4
1829,4
1830,7
1831,4
1832,4
1833,2
1834,4
1835,4
1836,4
1837,4
1838,4
1839,4
1840,2
1841,4
1842,4
1843,4
1844,4
1845,2
1846,4
1847,4
1848,2
1849,4
1850,3
1851,4
1852,4
1853,4
1854,4
1855,4
1856,2
1857,4
1858,2
1859,7
1860,4
1861,4
1862,2
1863,2
1864,7
1865,2
1866,4
1867,4
1868,4
1869,4
1870,4
1871,4
1872,4
1873,4
1874,7
1875,4
1876,4
1877,2
1878,4
1879,2
1880,7
1881,4
1882,7
1883,4
1884,4
1885,3
1886,4
1887,3
1888,4
1889,2
1890,2
1891,2
1892,2
1893,2
1894,7
1895,4
1896,4
1897,4
1898,4
1899,4
1900,4
1901,4
1902,4
1903,4
1904,4
1905,7
1906,7
1907,3
1908,7
1909,4
1910,4
1911,7
1912,4
1913,4
1914,4
1915,4
1916,4
1917,4
1918,4
1919,4
1920,7
1921,4
1922,7
1923,7
1924,2
1925,2
1926,7
1927,4
1928,7
1929,2
1930,4
1931,4
1932,2
1933,7
1934,4
1935,4
1936,7
1937,4
1938,2
1939,2
1940,4
1941,2
1942,2
1943,4
1944,4
1945,2
1946,4
1947,7
1948,7
1949,4
1950,4
1951,4
1952,4
1953,4
1954,4
1955,4
1956,4
1957,4
1958,4
1959,4
1960,4
1961,7
1962,4
1963,4
1964,2
1965,4
1966,4
1967,4
1968,4
1969,4
1970,4
1971,7
1972,4
1973,4
1974,4
1975,7
1976,4
1977,3
1978,4
1979,7
1980,4
1981,4
1982,4
1983,4
1984,4
1985,4
1986,4
1987,4
1988,4
1989,2
1990,3
1991,7
1992,4
1993,4
1994,4
1995,7
1996,2
1997,4
1998,4
1999,7
2000,4
2001,4
2002,2
2003,4
2004,4
2005,7
2006,4
2007,7
2008,4
2009,4
2010,4
2011,2
2012,4
2013,4
2014,2
2015,2
2016,4
2017,4
2018,4
2019,2
2020,4
2021,4
2022,4
2023,4
2024,4
2025,4
2026,7
2027,4
2028,4
2029,4
2030,4
2031,4
2032,4
2033,4
2034,4
2035,4
2036,2
2037,2
2038,2
2039,2
2040,7
2041,4
2042,4
2043,4
2044,7
2045,4
2046,4
2047,7
2048,4
2049,4
2050,4
2051,4
2052,4
2053,7
2054,4
2055,4
2056,4
2057,4
2058,4
2059,2
2060,4
2061,4
2062,2
2063,4
2064,7
2065,4
2066,4
2067,4
2068,7
2069,7
2070,4
2071,7
2072,4
2073,4
2074,2
2075,2
2076,4
2077,4
2078,4
2079,4
2080,7
2081,4
2082,4
2083,4
2084,4
2085,4
2086,7
2087,4
2088,4
2089,4
2090,4
2091,4
2092,4
2093,4
2094,4
2095,4
2096,4
2097,4
2098,4
2099,4
2100,4
2101,4
2102,4
2103,4
2104,4
2105,2
2106,2
2107,4
2108,2
2109,4
2110,4
2111,4
2112,7
2113,4
2114,2
2115,4
2116,4
2117,4
2118,4
2119,4
2120,4
2121,7
2122,4
2123,7
2124,7
2125,7
2126,4
2127,4
2128,4
2129,4
2130,4
2131,4
2132,4
2133,4
2134,4
2135,2
2136,4
2137,2
2138,4
2139,4
2140,7
2141,4
2142,4
2143,4
2144,7
2145,4
2146,7
2147,2
2148,7
2149,4
2150,4
2151,4
2152,2
2153,2
2154,4
2155,4
2156,7
2157,4
2158,7
2159,4
2160,4
2161,4
2162,4
2163,4
2164,7
2165,2
2166,2
2167,4
2168,4
2169,4
2170,7
2171,4
2172,4
2173,4
2174,4
2175,4
2176,4
2177,7
2178,2
2179,4
2180,4
2181,4
2182,4
2183,4
2184,4
2185,4
2186,7
2187,4
2188,2
2189,4
2190,2
2191,4
2192,4
2193,4
2194,4
2195,4
2196,7
2197,7
2198,4
2199,4
2200,4
2201,4
2202,4
2203,4
2204,4
2205,4
2206,4
2207,7
2208,4
2209,4
2210,4
2211,4
2212,4
2213,7
2214,4
2215,4
2216,7
2217,4
2218,2
2219,4
2220,7
2221,2
2222,2
2223,4
2224,4
2225,4
2226,7
2227,7
2228,4
2229,7
2230,2
2231,4
2232,7
2233,4
2234,4
2235,2
2236,4
2237,4
2238,4
2239,2
2240,2
2241,2
2242,2
2243,2
2244,4
2245,4
2246,2
2247,4
2248,4
2249,4
2250,4
2251,7
2252,4
2253,4
2254,4
2255,4
2256,7
2257,4
2258,7
2259,4
2260,4
2261,2
2262,7
2263,4
2264,4
2265,4
2266,2
2267,7
2268,3
2269,4
2270,4
2271,7
2272,4
2273,4
2274,7
2275,4
2276,4
2277,2
2278,4
2279,4
2280,4
2281,7
2282,4
2283,2
2284,4
2285,4
2286,4
2287,4
2288,7
2289,4
2290,4
2291,7
2292,4
2293,4
2294,4
2295,4
2296,4
2297,2
2298,4
2299,4
2300,4
2301,4
2302,4
2303,4
2304,2
2305,2
2306,7
2307,4
2308,4
2309,4
2310,4
2311,2
2312,7
2313,4
2314,4
2315,4
2316,7
2317,4
2318,2
2319,4
2320,4
2321,2
2322,4
2323,2
2324,4
2325,4
2326,7
2327,4
2328,4
2329,4
2330,4
2331,4
2332,4
2333,7
2334,4
2335,4
2336,4
2337,4
2338,4
2339,4
2340,4
2341,4
2342,4
2343,7
2344,7
2345,2
2346,4
2347,7
2348,4
2349,4
2350,4
2351,7
2352,4
2353,4
2354,4
2355,4
2356,4
2357,4
2358,4
2359,2
2360,4
2361,4
2362,7
2363,2
2364,4
2365,4
2366,7
2367,4
2368,4
2369,4
2370,4
2371,4
2372,4
2373,4
2374,4
2375,4
2376,2
2377,4
2378,4
2379,4
2380,4
2381,4
2382,4
2383,4
2384,4
2385,4
2386,4
2387,4
2388,4
2389,4
2390,4
2391,4
2392,2
2393,4
2394,4
2395,4
2396,4
2397,4
2398,4
2399,4
2400,4
